ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Гаврилов Леонид Григорьевич,Россия,2083 563818,230-582-948 93,5910 6844 7158 1463,Альфа-Банк,Visa,"Боль в суставах, Реабилитация после травм",Физиотерапевт,2023-12-27T10:00:49+03:00,Общий анализ крови,2023-12-30T12:36:07+03:00,11054.0
Гаврилов Леонид Григорьевич,Россия,2083 563818,230-582-948 93,5910 6844 7158 1463,Альфа-Банк,Visa,Отеки,Физиотерапевт,2024-08-08T16:09:12+03:00,Допплерография сосудов,2023-12-30T12:36:07+03:00,9704.0
Гаврилов Леонид Станиславович,Россия,3853 596511,997-324-453 94,9375 7802 7340 8754,Сбербанк,Visa,"Сыпь, Покраснение кожи, Зуд, Выделения",Иммунолог,2023-07-14T16:36:12+03:00,Соскоб кожи,2023-07-15T08:44:41+03:00,10307.0
Гаврилов Леонид Станиславович,Россия,3853 596511,997-324-453 94,9375 7802 7340 8754,Сбербанк,Visa,"Сыпь, Покраснение кожи, Зуд, Выделения",Иммунолог,2024-10-16T16:52:57+03:00,"Общий анализ крови, ПЦР на вирусы",2024-10-18T15:31:42+03:00,5743.0
Гаврилов Леонид Станиславович,Россия,3853 596511,997-324-453 94,9375 7802 7340 8754,Сбербанк,Visa,"Нарушение сна, Головокружение",Невролог,2024-12-12T12:16:34+03:00,"ЭЭГ, МРТ головного мозга",2024-12-14T11:49:53+03:00,6058.0
Гаврилов Леонид Станиславович,Россия,3853 596511,997-324-453 94,9375 7802 7340 8754,Сбербанк,Visa,"Нарушение сна, Депрессия",Психотерапевт,2025-01-04T13:41:29+03:00,"ЭЭГ, Психологические тесты",2024-12-14T11:49:53+03:00,9289.0
Гаврилов Леонид Станиславович,Россия,3853 596511,997-324-453 94,9375 7802 7340 8754,Сбербанк,Visa,"Нарушение сна, Депрессия",Психотерапевт,2025-01-04T13:41:29+03:00,"ЭЭГ, Психологические тесты",2023-07-24T11:54:07+03:00,6739.0
Гаврилов Матвей Эдуардович,Россия,9979 167075,514-996-480 67,,Сбербанк,Visa,Боль в суставах,Хирург-ортопед,2023-08-23T21:13:35+03:00,"Общий анализ крови, Рентген, МРТ суставов",2023-08-26T16:46:32+03:00,11544.0
Гаврилов Матвей Эдуардович,Россия,9979 167075,514-996-480 67,,Сбербанк,Visa,Реабилитация после травм,Физиотерапевт,2024-02-18T18:46:33+03:00,"Рентген, МРТ",2024-02-20T15:22:48+03:00,4186.0
Гаврилов Матвей Эдуардович,Россия,9979 167075,514-996-480 67,,Сбербанк,Visa,Реабилитация после травм,Гематолог,2024-02-18T18:46:33+03:00,"Общий анализ крови, Ферритин",2024-05-08T14:14:21+03:00,10861.0
Гаврилов Михаил Романович,Россия,9846 290502,912-777-988 19,,Сбербанк,MasterCard,"Потеря веса, Кашель",,2024-11-23T09:54:09+03:00,"Рентген легких, Анализ мокроты",,10116.0
Гаврилов Михаил Романович,Россия,9846 290502,912-777-988 19,,Сбербанк,MasterCard,"Острая боль в спине, Онемение конечностей, Боль в суставах",,2024-12-03T16:01:23+03:00,"Рентген, Общий анализ крови, МРТ суставов",,7179.0
Гаврилов Николай Павлович,,,,3957 1617 5565 8453,Сбербанк,MasterCard,"Боль в области трансплантата, Лихорадка, Отторжение органа",Трансплантолог,2025-01-25T11:02:40+03:00,Гистосовместимость,,5889.0
Гаврилов Остап Артемович,Беларусь,DK 5060097,826-914-779 91,7228 7991 7822 5340,ВТБ,MasterCard,Депрессия,Психотерапевт,2023-07-22T15:19:52+03:00,Общий анализ крови,2023-08-04T20:37:28+03:00,9575.0
Гаврилов Остап Артемович,Беларусь,DK 5060097,826-914-779 91,7228 7991 7822 5340,ВТБ,MasterCard,"Частое мочеиспускание, Боль в пояснице",Психотерапевт,2023-08-03T12:07:40+03:00,УЗИ почек,2023-08-04T20:37:28+03:00,11064.0
Гаврилов Остап Артемович,Беларусь,DK 5060097,826-914-779 91,7228 7991 7822 5340,ВТБ,MasterCard,"Частое мочеиспускание, Боль в пояснице",Аллерголог,2023-09-19T18:44:59+03:00,"Иммуноглобулин Е, Общий анализ крови",2023-09-22T10:07:05+03:00,8627.0
Гаврилов Прохор Моисеевич,,N 5322353,622-555-157 13,6878 3474 9883 2334,ВТБ,,"Боль в пояснице, Отеки",Нефролог,2024-01-30T11:49:25+03:00,"Общий анализ мочи, УЗИ почек, Анализ мочи по Нечипоренко",2024-01-31T13:57:47+03:00,6279.0
Гаврилов Ринат Григорьевич,Россия,3063 487022,643-953-198 19,8763 9348 2205 7094,Сбербанк,Visa,Боль в животе,Паразитолог,2023-08-26T17:54:30+03:00,"Анализ на антитела к паразитам, Копрограмма",2023-08-28T13:20:39+03:00,11717.0
Гаврилов Ринат Григорьевич,Россия,3063 487022,643-953-198 19,8763 9348 2205 7094,Сбербанк,Visa,Ожирение,Диетолог,2024-08-12T11:54:27+03:00,"Глюкоза крови, Биохимический анализ крови, Анализ на пищевую непереносимость",2024-08-15T20:01:30+03:00,4577.0
Гаврилов Ринат Григорьевич,Россия,3063 487022,643-953-198 19,8763 9348 2205 7094,Сбербанк,Visa,"Запор, Боль в анальной области, Кровотечение",Проктолог,2024-08-12T11:54:27+03:00,"Мазок на инфекции, Аноскопия, Колоноскопия",2024-03-11T21:51:15+03:00,10659.0
Гаврилов Руслан Назарович,Беларусь,DM 3668557,999-809-198 63,6546 2399 2802 1379,Тинькофф,Visa,"Боль в суставах, Онемение конечностей, Острая боль в спине",Ортопед,2024-02-09T11:56:55+03:00,"Анализ на ревматоидный фактор, Общий анализ крови",2024-02-12T11:23:40+03:00,6417.0
Гаврилов Руслан Назарович,Беларусь,DM 3668557,999-809-198 63,6546 2399 2802 1379,Тинькофф,Visa,Выделения,Акушер-гинеколог,2025-02-27T13:33:16+03:00,Цитологическое исследование,2025-03-01T08:04:30+03:00,4327.0
Гаврилов Семен Макарович,,6657 347530,140-573-181 66,5160 6196 9172 7034,Сбербанк,Мир,,Хирург,2025-02-03T13:13:02+03:00,"Общий анализ крови, УЗИ органов брюшной полости",2025-02-06T12:28:08+03:00,6666.0
Гаврилов Тимофей Ярославович,Россия,,132-132-355 86,,Сбербанк,,"Боль в пояснице, Отеки, Частое мочеиспускание",Нефролог,2023-08-23T20:09:28+03:00,"УЗИ почек, Анализ мочи по Нечипоренко",2023-08-24T17:13:14+03:00,6833.0
Гаврилов Тимур Вадимович,Россия,6607 505877,717-589-407 51,9627 4408 6181 4814,Сбербанк,Visa,Зубная боль,Стоматолог,2023-05-20T11:32:46+03:00,Панорамный снимок зубов,2023-05-21T14:44:29+03:00,8052.0
Гаврилов Тимур Вадимович,Россия,6607 505877,717-589-407 51,9627 4408 6181 4814,Сбербанк,Visa,Зубная боль,Гастроэнтеролог,2024-06-07T16:35:38+03:00,"Эзофагогастродуоденоскопия, УЗИ органов брюшной полости, Копрограмма",2024-06-08T21:38:48+03:00,8657.0
Гаврилов Тимур Вадимович,Россия,6607 505877,717-589-407 51,9627 4408 6181 4814,Сбербанк,Visa,"Температура, Желтуха у новорожденных",Гастроэнтеролог,2024-06-07T16:35:38+03:00,Общий анализ крови,2024-06-08T21:38:48+03:00,8657.0
Гаврилов Ян Вячеславович,Беларусь,JS 4837180,473-676-511 38,5119 8219 6961 5700,Альфа-Банк,,"Желтуха у новорожденных, Отказ от еды, Температура",Неонатолог,2024-07-16T12:42:51+03:00,"Анализ на билирубин, Общий анализ крови",2024-07-17T19:02:38+03:00,8917.0
Гаврилов Ян Семёнович,Беларусь,IS 3305369,679-392-534 61,7546 1892 1087 1633,ВТБ,Мир,"Нарушение менструального цикла, Боли внизу живота",Дерматолог,2023-08-31T13:34:39+03:00,Цитологическое исследование,2023-09-02T19:10:27+03:00,4517.0
Гаврилов Ян Семёнович,Беларусь,IS 3305369,679-392-534 61,7546 1892 1087 1633,ВТБ,Мир,Зуд,Дерматолог,2023-10-10T16:05:47+03:00,"Соскоб кожи, Общий анализ крови, Аллергопробы",2023-10-13T10:35:16+03:00,4517.0
Гаврилов Ян Семёнович,Беларусь,IS 3305369,679-392-534 61,7546 1892 1087 1633,ВТБ,Мир,"Озноб, Потливость, Покраснение кожи, Лихорадка",Инфекционист,2024-08-04T17:15:11+03:00,"Анализ на антитела, Общий анализ крови, ПЦР на инфекции",2024-08-06T16:27:15+03:00,3227.0
Гаврилова Агния Леонидовна,Беларусь,KP 7979388,206-379-162 17,9460 2291 8774 3299,Сбербанк,Visa,"Лихорадка, Потливость, Покраснение кожи",Инфекционист,2023-08-16T18:30:47+03:00,"Общий анализ крови, Биохимический анализ крови, Анализ на антитела",2023-08-19T17:23:40+03:00,4168.0
Гаврилова Агния Леонидовна,Беларусь,KP 7979388,206-379-162 17,9460 2291 8774 3299,Сбербанк,Visa,"Лихорадка, Потливость, Покраснение кожи",Хирург,2024-10-26T19:05:37+03:00,"Общий анализ крови, Биохимический анализ крови, Анализ на антитела",2024-10-28T16:59:40+03:00,8120.0
Гаврилова Агния Леонидовна,Беларусь,KP 7979388,206-379-162 17,9460 2291 8774 3299,Сбербанк,Visa,"Варикоз, Отеки",Флеболог,2025-04-14T17:52:50+03:00,Допплерография вен,2025-04-17T14:04:37+03:00,5339.0
Гаврилова Аделина Георгиевна,Россия,8182 909029,337-783-603 37,6198 1264 1735 1088,Сбербанк,MasterCard,Тремор,Нарколог,2023-07-12T21:15:27+03:00,"Психологические тесты, Анализ на наркотики",2023-07-14T14:12:36+03:00,8474.0
Гаврилова Аделина Георгиевна,Россия,8182 909029,337-783-603 37,6198 1264 1735 1088,Сбербанк,MasterCard,"Боль в суставах, Переломы",Травматолог,2024-12-19T20:50:00+03:00,"Рентген, МРТ или КТ",2024-12-21T17:33:40+03:00,7134.0
Гаврилова Альбина Гордеевна,Россия,8869 468618,182-874-781 94,7902 3354 6431 6837,Альфа-Банк,Мир,"Боль при мочеиспускании, Боль в пояснице",Уролог,2024-04-10T18:57:27+03:00,"Допплерография сосудов, УЗИ сосудов, Общий анализ крови",2024-04-13T11:33:53+03:00,3210.0
Гаврилова Альбина Гордеевна,Россия,8869 468618,182-874-781 94,7902 3354 6431 6837,Альфа-Банк,Мир,"Боль при мочеиспускании, Боль в пояснице",Уролог,2024-06-03T13:20:32+03:00,УЗИ почек,2024-06-06T11:35:44+03:00,3210.0
Гаврилова Альбина Гордеевна,Россия,8869 468618,182-874-781 94,7902 3354 6431 6837,Альфа-Банк,Мир,Боль в суставах,Уролог,2024-06-09T12:52:39+03:00,"Общий анализ крови, МРТ или КТ, Рентген",2024-06-11T11:22:25+03:00,8102.0
Гаврилова Альбина Гордеевна,Россия,8869 468618,182-874-781 94,7902 3354 6431 6837,Альфа-Банк,Мир,"Потеря слуха, Заложенность ушей",Сурдолог,2024-06-09T12:52:39+03:00,"МРТ головного мозга, Тимпанометрия",2025-04-18T19:41:56+03:00,10292.0
Гаврилова Алёна Давидовна,Беларусь,SP 2059639,666-578-320 18,8245 7117 7760 3442,Сбербанк,MasterCard,Потеря слуха,Сурдолог,2023-06-23T14:25:19+03:00,"Аудиограмма, Тимпанометрия, МРТ головного мозга",2023-06-26T08:08:36+03:00,7243.0
Гаврилова Алёна Давидовна,Беларусь,SP 2059639,666-578-320 18,8245 7117 7760 3442,Сбербанк,MasterCard,"Боль в пояснице, Отеки, Частое мочеиспускание",Нефролог,2024-12-15T11:17:42+03:00,УЗИ почек,2024-12-18T14:40:54+03:00,6485.0
Гаврилова Амира Алексеевна,,,470-167-692 60,7482 6356 7767 3656,Сбербанк,Visa,Боль в пояснице,Нефролог,2023-09-03T14:14:25+03:00,Биохимический анализ крови,2023-09-05T11:09:36+03:00,10812.0
Гаврилова Варвара Акимовна,Казахстан,N 9152457,751-687-280 57,2576 8001 3475 7925,Сбербанк,MasterCard,"Желтуха у новорожденных, Температура",Неонатолог,2024-03-01T18:34:54+03:00,Проверка остроты зрения,2024-03-03T13:53:19+03:00,11035.0
Гаврилова Варвара Акимовна,Казахстан,N 9152457,751-687-280 57,2576 8001 3475 7925,Сбербанк,MasterCard,Сухость глаз,Офтальмолог,2024-03-01T18:34:54+03:00,Проверка остроты зрения,2024-07-08T11:01:45+03:00,11035.0
Гаврилова Виктория Валерьевна,Казахстан,N 1268090,824-550-919 98,3036 3926 8985 9686,Сбербанк,Visa,Боль в суставах,Физиотерапевт,2023-12-16T19:38:35+03:00,Электромиография,2023-12-19T18:48:43+03:00,8006.0
Гаврилова Виктория Валерьевна,Казахстан,N 1268090,824-550-919 98,3036 3926 8985 9686,Сбербанк,Visa,"Нарушение речи, Дисфония, Нарушение произношения звуков",Логопед,2024-01-29T16:34:58+03:00,Электромиография,2024-02-01T20:27:07+03:00,8006.0
Гаврилова Виктория Валерьевна,Казахстан,N 1268090,824-550-919 98,3036 3926 8985 9686,Сбербанк,Visa,"Боль в груди, Одышка, Отеки, Учащенное сердцебиение",Кардиолог,2024-10-16T11:19:39+03:00,"Холтеровское мониторирование, Биохимический анализ крови",2024-02-01T20:27:07+03:00,3407.0
Гаврилова Виктория Валерьевна,Казахстан,N 1268090,824-550-919 98,3036 3926 8985 9686,Сбербанк,Visa,"Непереносимость продуктов, Потеря веса",Диетолог,2025-01-26T12:21:37+03:00,"Анализ на пищевую непереносимость, Биохимический анализ крови",2025-01-29T20:56:22+03:00,2388.0
Гаврилова Виктория Валерьевна,Казахстан,N 1268090,824-550-919 98,3036 3926 8985 9686,Сбербанк,Visa,"Онемение, Отечность суставов, Боль в суставах",Ревматолог,2025-02-11T13:24:29+03:00,"МРТ суставов, Общий анализ крови",2025-02-13T16:33:22+03:00,6759.0
Гаврилова Виктория Иннокентьевна,Беларусь,,423-356-683 75,,Альфа-Банк,,,,,Биопсия,,3905.0
Гаврилова Галина Кирилловна,Беларусь,GM 8623480,238-969-502 35,3312 6945 7177 7255,,Visa,"Одышка, Слабость, Боль в суставах",Эпидемиолог,2023-07-31T15:53:48+03:00,"Анализ мокроты, Проба Манту",2023-08-02T15:24:42+03:00,7552.0
Гаврилова Галина Кирилловна,Беларусь,GM 8623480,238-969-502 35,3312 6945 7177 7255,,Visa,"Одышка, Слабость, Боль в суставах",Гериатр,2024-01-16T08:24:11+03:00,"Анализ мокроты, Проба Манту",2023-08-02T15:24:42+03:00,7552.0
Гаврилова Галина Кирилловна,Беларусь,GM 8623480,238-969-502 35,3312 6945 7177 7255,,Visa,Одышка,Фтизиатр,2025-04-10T09:58:09+03:00,"Анализ мокроты, Проба Манту",2025-04-12T20:17:26+03:00,5990.0
Гаврилова Елизавета Васильевна,Россия,9604 258218,622-899-103 12,6786 7482 1050 2630,Альфа-Банк,Мир,"Слабость, Бледность кожи",Физиотерапевт,2023-08-06T08:13:04+03:00,"МРТ, Рентген",2023-08-07T12:43:05+03:00,10565.0
Гаврилова Елизавета Васильевна,Россия,9604 258218,622-899-103 12,6786 7482 1050 2630,Альфа-Банк,Мир,"Слабость, Бледность кожи",Физиотерапевт,2025-01-14T18:08:37+03:00,"МРТ, Рентген",2023-08-07T12:43:05+03:00,11322.0
Гаврилова Елизавета Иннокентьевна,Казахстан,N 9402692,289-851-253 82,6856 6072 9252 5349,ВТБ,Visa,"Острая боль в пояснице, Боль в животе",Хирург,2025-03-12T10:31:10+03:00,"Коагулограмма, МРТ или КТ, Общий анализ крови",2025-03-14T20:38:40+03:00,3571.0
Гаврилова Злата Денисовна,Казахстан,N 7391024,633-808-993 46,1421 4152 1468 5026,Сбербанк,MasterCard,"Гнойные выделения, Зубная боль",Стоматолог,2024-02-28T11:58:41+03:00,Рентген зубов,2024-03-02T13:32:04+03:00,11720.0
Гаврилова Злата Денисовна,Казахстан,N 7391024,633-808-993 46,1421 4152 1468 5026,Сбербанк,MasterCard,"Слабость, Одышка, Боль в суставах",Гериатр,2024-06-07T20:55:49+03:00,ЭКГ,2024-06-09T19:13:52+03:00,8083.0
Гаврилова Злата Денисовна,Казахстан,N 7391024,633-808-993 46,1421 4152 1468 5026,Сбербанк,MasterCard,"Слабость, Одышка, Боль в суставах",Сосудистый хирург,2024-07-13T11:21:08+03:00,"Общий анализ крови, Допплерография сосудов",2024-07-16T21:01:44+03:00,10702.0
Гаврилова Злата Денисовна,Казахстан,N 7391024,633-808-993 46,1421 4152 1468 5026,Сбербанк,MasterCard,"Слабость, Одышка, Боль в суставах",Отоларинголог,2024-07-13T11:21:08+03:00,"Рентген придаточных пазух, Общий анализ крови, Аудиометрия",2023-08-13T11:31:23+03:00,2636.0
Гаврилова Ирма Григорьевна,Беларусь,TZ 0030013,456-906-705 28,7074 9282 8093 2089,Альфа-Банк,MasterCard,"Нарушение произношения звуков, Нарушение речи, Дисфония",Логопед,2023-11-03T17:53:46+03:00,,,4115.0
Гаврилова Ирма Петровна,Беларусь,PK 8452551,638-694-466 89,4538 3977 1643 7604,Альфа-Банк,MasterCard,"Боль в области трансплантата, Отторжение органа",Трансплантолог,,"Коагулограмма, Общий анализ крови",2024-07-13T19:08:03+03:00,4603.0
Гаврилова Ирма Петровна,Беларусь,PK 8452551,638-694-466 89,4538 3977 1643 7604,Альфа-Банк,MasterCard,Распространение инфекции,Эпидемиолог,,Анализ на антитела,2023-06-13T16:33:36+03:00,4603.0
Гаврилова Камилла Гордеевна,Беларусь,FH 7783013,517-366-743 97,1007 9907 1166 2835,Сбербанк,Visa,,Гематолог,2023-09-13T15:17:10+03:00,"Анализ на тромбоциты, Общий анализ крови",2023-09-15T13:45:52+03:00,9460.0
Гаврилова Камилла Гордеевна,Беларусь,FH 7783013,517-366-743 97,1007 9907 1166 2835,Сбербанк,Visa,,Терапевт,2023-09-13T15:17:10+03:00,"Анализ на тромбоциты, Общий анализ крови",2023-09-15T13:45:52+03:00,9460.0
Гаврилова Людмила Юрьевна,Беларусь,YO 9561252,989-800-774 15,9287 3940 3439 8211,Альфа-Банк,Visa,Сыпь,Венеролог,2023-05-13T09:37:35+03:00,"Анализ на токсины в моче, Биохимический анализ крови",2023-05-14T15:12:31+03:00,2923.0
Гаврилова Людмила Юрьевна,Беларусь,YO 9561252,989-800-774 15,9287 3940 3439 8211,Альфа-Банк,Visa,Сыпь,Венеролог,2024-10-25T09:50:20+03:00,"Мазок на флору, Анализ на ВИЧ",2024-10-27T15:12:10+03:00,8950.0
Гаврилова Людмила Юрьевна,Беларусь,YO 9561252,989-800-774 15,9287 3940 3439 8211,Альфа-Банк,Visa,Сыпь,Офтальмолог,2024-12-03T19:03:20+03:00,Проверка остроты зрения,2024-12-04T13:38:49+03:00,8385.0
Гаврилова Людмила Юрьевна,Беларусь,YO 9561252,989-800-774 15,9287 3940 3439 8211,Альфа-Банк,Visa,Гнойные выделения,Офтальмолог,2025-03-08T11:19:49+03:00,Панорамный снимок зубов,2025-03-10T08:28:45+03:00,9575.0
Гаврилова Людмила Юрьевна,Беларусь,YO 9561252,989-800-774 15,9287 3940 3439 8211,Альфа-Банк,Visa,Боль в ногах,Сосудистый хирург,2025-03-08T11:19:49+03:00,"Общий анализ крови, Допплерография сосудов",2025-04-30T20:23:40+03:00,9223.0
Гаврилова Мария Денисовна,Беларусь,RZ 9038029,513-532-154 84,,ВТБ,Мир,"Онемение, Нарушение осанки, Боль в пояснице",Токсиколог,2023-11-30T21:00:38+03:00,Биохимический анализ крови,2023-12-03T08:27:21+03:00,10904.0
Гаврилова Мария Денисовна,Беларусь,RZ 9038029,513-532-154 84,,ВТБ,Мир,"Онемение, Нарушение осанки, Боль в пояснице",Мануальный терапевт,2023-11-30T21:00:38+03:00,"Общий анализ крови, Электромиография, МРТ позвоночника",2025-04-14T16:30:47+03:00,10904.0
Гаврилова Пелагея Моисеевна,Россия,7075 203563,,,Сбербанк,Visa,"Одышка, Слабость, Боль в суставах",Гериатр,2024-10-11T11:15:58+03:00,ЭКГ,2024-10-14T21:39:18+03:00,5305.0
Гаврилова Таисия Тимуровна,Беларусь,UZ 7826515,481-626-417 75,5860 1418 4820 4550,Сбербанк,MasterCard,Темная моча,Венеролог,2024-03-15T17:37:28+03:00,Мазок на флору,2024-03-18T14:03:11+03:00,9697.0
Гаврилова Таисия Тимуровна,Беларусь,UZ 7826515,481-626-417 75,5860 1418 4820 4550,Сбербанк,MasterCard,Сыпь,Венеролог,2024-08-11T09:18:31+03:00,Мазок на флору,2024-08-13T13:10:07+03:00,2524.0
Гаврилова Таисия Тимуровна,Беларусь,UZ 7826515,481-626-417 75,5860 1418 4820 4550,Сбербанк,MasterCard,"Жажда, Частое мочеиспускание, Потливость, Потеря веса",Эндокринолог,2025-03-12T11:49:50+03:00,"Тест на толерантность к глюкозе, Глюкоза крови",2025-03-14T18:44:39+03:00,2030.0
Гаврилова Таисия Тимуровна,Беларусь,UZ 7826515,481-626-417 75,5860 1418 4820 4550,Сбербанк,MasterCard,"Одышка, Потеря веса",Фтизиатр,2025-04-24T09:07:08+03:00,"Тест на толерантность к глюкозе, Глюкоза крови",2025-03-14T18:44:39+03:00,4088.0
Гаврилова Тамара Павловна,Беларусь,GV 2271691,780-807-607 27,3896 9392 8744 4319,Сбербанк,MasterCard,Потливость,Радиолог,2023-06-17T09:03:12+03:00,Рентген,2023-06-19T08:11:23+03:00,7845.0
Гаврилова Тамара Павловна,Беларусь,GV 2271691,780-807-607 27,3896 9392 8744 4319,Сбербанк,MasterCard,Потливость,Терапевт,2024-06-20T12:51:30+03:00,Биохимический анализ крови,2024-06-22T20:29:49+03:00,2973.0
Гаврилова Тамара Павловна,Беларусь,GV 2271691,780-807-607 27,3896 9392 8744 4319,Сбербанк,MasterCard,"Боль в пояснице, Частое мочеиспускание, Отеки",Нефролог,2024-10-02T13:08:59+03:00,"Анализ мочи по Нечипоренко, УЗИ почек, Биохимический анализ крови",2024-10-04T10:45:05+03:00,2763.0
Гаврилова Тамара Павловна,Беларусь,GV 2271691,780-807-607 27,3896 9392 8744 4319,Сбербанк,MasterCard,"Боль в пояснице, Частое мочеиспускание, Отеки",Сурдолог,2024-10-04T09:31:32+03:00,"Анализ мочи по Нечипоренко, УЗИ почек, Биохимический анализ крови",2024-10-06T17:59:00+03:00,4872.0
Гаврилова Яна Васильевна,Казахстан,N 9639966,420-804-620 64,9750 7563 4270 7746,Сбербанк,,Тремор,Нарколог,2023-11-05T11:41:54+03:00,"Анализ на наркотики, Психологические тесты",2023-11-07T10:40:41+03:00,10106.0
Гаврилова Яна Васильевна,Казахстан,N 9639966,420-804-620 64,9750 7563 4270 7746,Сбербанк,,Гнойные выделения,Стоматолог,2025-03-28T16:41:33+03:00,"Панорамный снимок зубов, Биохимический анализ крови, Аллергопробы",2025-03-30T08:56:45+03:00,7043.0
Головин Андрей Евгеньевич,Казахстан,N 6998524,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,Боль при мочеиспускании,Венеролог,2024-05-21T18:37:15+03:00,"Мазок на флору, Общий анализ крови",2024-07-11T14:39:08+03:00,4790.0
Головин Андрей Евгеньевич,Казахстан,N 6998524,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,"Боль в суставах, Отечность суставов",Ревматолог,2024-07-09T19:41:23+03:00,Анализ на ревматоидный фактор,2024-07-11T14:39:08+03:00,4790.0
Головин Андрей Евгеньевич,Казахстан,N 6998524,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,Бледность кожи,Гематолог,2024-07-09T19:41:23+03:00,"Анализ на тромбоциты, Общий анализ крови",2023-10-18T09:28:22+03:00,9971.0
Головин Андрей Евгеньевич,Казахстан,N 6998524,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,"Зуд, Сыпь, Онемение кожи",Дерматолог,2024-07-09T19:41:23+03:00,Биопсия кожи,2023-10-22T11:33:22+03:00,2194.0
Головин Антон Никитич,Россия,5038 460235,962-707-905 17,7577 2284 3139 2956,Альфа-Банк,Visa,"Учащенное сердцебиение, Отеки, Одышка, Боль в груди",Физиотерапевт,2023-08-17T08:01:53+03:00,"Рентген, Электромиография, УЗИ суставов",2023-08-18T17:05:32+03:00,8380.0
Головин Антон Никитич,Россия,5038 460235,962-707-905 17,7577 2284 3139 2956,Альфа-Банк,Visa,"Учащенное сердцебиение, Отеки, Одышка, Боль в груди",Физиотерапевт,2023-08-17T08:01:53+03:00,"Рентген, Электромиография, УЗИ суставов",2025-02-04T19:03:07+03:00,2414.0
Головин Валентин Андреевич,Казахстан,N 3677546,710-557-466 35,8653 5350 8273 9921,,MasterCard,"Отеки, Боль в груди, Одышка",Кардиолог,2025-01-17T08:21:16+03:00,Биохимический анализ крови,2025-01-19T15:14:27+03:00,2612.0
Головин Герман Анатольевич,Россия,1450 467643,,9561 6255 1560 8520,,,"Потеря слуха, Заложенность ушей, Шум в ушах",Сурдолог,,"Тимпанометрия, Рентген височной кости, МРТ головного мозга",2023-09-16T12:00:05+03:00,8041.0
Головин Даниил Аркадьевич,Беларусь,IR 7639583,116-633-976 72,7627 3147 1391 4339,Сбербанк,MasterCard,Желтуха,,2023-08-13T09:39:05+03:00,"Общий анализ крови, Биохимический анализ крови",2023-08-14T10:43:27+03:00,11942.0
Головин Даниил Аркадьевич,Беларусь,IR 7639583,116-633-976 72,7627 3147 1391 4339,Сбербанк,MasterCard,"Слабость, Кашель, Озноб, Потливость",,2023-08-16T21:06:33+03:00,"Биохимический анализ крови, Общий анализ мочи, ЭКГ",2023-08-18T17:11:07+03:00,11843.0
Головин Даниил Аркадьевич,Беларусь,IR 7639583,116-633-976 72,7627 3147 1391 4339,Сбербанк,MasterCard,"Озноб, Температура, Кашель, Слабость",,2023-08-16T21:06:33+03:00,ЭКГ,2023-09-04T12:07:44+03:00,6116.0
Головин Евгений Демьянович,Казахстан,N 9409011,592-523-123 86,1577 7263 2220 6188,Сбербанк,MasterCard,Желтуха у новорожденных,Неонатолог,2023-09-16T16:49:15+03:00,"УЗИ органов, Неонатальный скрининг",2023-09-19T11:16:24+03:00,3676.0
Головин Евгений Демьянович,Казахстан,N 9409011,592-523-123 86,1577 7263 2220 6188,Сбербанк,MasterCard,Визуализация внутренних органов,Радиолог,2023-09-16T16:49:15+03:00,"УЗИ, МРТ",2023-09-19T11:16:24+03:00,4503.0
Головин Иван Маркович,Казахстан,N 5417631,873-632-361 86,8635 1587 4977 5552,Сбербанк,Visa,"Желтуха, Тошнота",Токсиколог,2023-06-17T17:20:49+03:00,"Биохимический анализ крови, Токсикологический анализ",,7747.0
Головин Иван Маркович,Казахстан,N 5417631,873-632-361 86,8635 1587 4977 5552,Сбербанк,Visa,"Желтуха, Тошнота",Иммунолог,2023-06-17T17:20:49+03:00,"Биохимический анализ крови, Токсикологический анализ",,4744.0
Головин Константин Акимович,,,850-365-737 85,2651 1636 3770 8051,,MasterCard,"Боль в анальной области, Кровотечение",Проктолог,,"Мазок на инфекции, Общий анализ крови, Аноскопия",2024-03-31T20:28:15+03:00,7602.0
Головин Лев Демьянович,Казахстан,N 7228791,433-954-951 76,9515 5668 2363 4965,Сбербанк,Visa,"Нарушение произношения звуков, Нарушение речи",Гериатр,2023-05-13T11:44:20+03:00,"УЗИ органов, Биохимический анализ крови",2023-05-16T16:35:28+03:00,10792.0
Головин Лев Демьянович,Казахстан,N 7228791,433-954-951 76,9515 5668 2363 4965,Сбербанк,Visa,"Нарушение произношения звуков, Нарушение речи",Логопед,2025-02-14T19:44:19+03:00,"Нейропсихологическая диагностика, Аудиометрия, Психологическое тестирование",2025-02-16T17:49:44+03:00,5309.0
Головин Марк Ефимович,Беларусь,PN 4266446,963-951-239 24,7836 2076 8654 2514,Тинькофф,Мир,"Нарушение сна, Депрессия, Тревожность, Панические атаки",Психотерапевт,2023-12-08T13:04:42+03:00,"Общий анализ крови, Психологические тесты, ЭЭГ",2023-12-10T21:14:00+03:00,2518.0
