ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Гуляева Анастасия Фёдоровна,,,673-492-772 23,8065 7810 6943 2422,Сбербанк,MasterCard,,Флеболог,2023-10-29T10:55:45+03:00,"Допплерография вен, Ангиография",,4470.0
Гуляева Виктория Ярославовна,,,,,,,"Лихорадка, Отторжение органа",Трансплантолог,2025-01-25T21:33:17+03:00,"Гистосовместимость, Коагулограмма, Биохимический анализ крови",2025-01-27T09:26:08+03:00,7302.0
Гуляева Галина Ростиславовна,Казахстан,N 5959328,786-848-995 40,1552 5887 4223 1075,Сбербанк,MasterCard,"Покраснение кожи, Сыпь, Зуд, Выделения",Токсиколог,2024-11-27T16:43:22+03:00,ПЦР на ИППП,2024-11-28T21:31:17+03:00,3962.0
Гуляева Галина Ростиславовна,Казахстан,N 5959328,786-848-995 40,1552 5887 4223 1075,Сбербанк,MasterCard,"Тошнота, Рвота, Желтуха",Токсиколог,2024-11-27T16:43:22+03:00,"Биохимический анализ крови, Анализ на токсины в моче, Общий анализ крови",2024-09-16T09:36:55+03:00,6957.0
Гуляева Галина Ростиславовна,Казахстан,N 5959328,786-848-995 40,1552 5887 4223 1075,Сбербанк,MasterCard,"Тошнота, Рвота, Желтуха",Терапевт,2024-11-27T16:43:22+03:00,"Общий анализ крови, ЭКГ, Биохимический анализ крови",2024-05-11T19:31:54+03:00,4582.0
Гуляева Екатерина Вячеславовна,Россия,1697 225818,929-694-589 38,6211 5711 8791 1859,Сбербанк,MasterCard,"Отказ от еды, Температура",Неонатолог,,УЗИ органов,2024-04-07T20:15:22+03:00,11166.0
Гуляева Зарина Давидовна,Россия,5217 858858,,5305 9714 7208 1805,Тинькофф,Мир,,Венеролог,2024-09-17T14:25:39+03:00,"Мазок на флору, Анализ на ВИЧ",2024-09-18T10:54:46+03:00,10437.0
Гуляева Зарина Давидовна,Россия,5217 858858,,5305 9714 7208 1805,Тинькофф,Мир,,Венеролог,2024-09-17T14:25:39+03:00,"Мазок на флору, Анализ на ВИЧ",2024-05-29T09:12:32+03:00,3666.0
Гуляева Зинаида Васильевна,Россия,9307 889768,785-901-313 63,9751 1139 3980 4612,Сбербанк,Visa,требующая обезболивания,Акушер-гинеколог,2023-12-25T21:54:09+03:00,ЭКГ,2023-12-28T18:59:48+03:00,
Гуляева Зинаида Васильевна,Россия,9307 889768,785-901-313 63,9751 1139 3980 4612,Сбербанк,Visa,"Нарушение цикла, Выделения, Боль внизу живота",Акушер-гинеколог,2023-12-25T21:54:09+03:00,"Мазок на флору, Гормональные исследования",2024-01-22T12:45:05+03:00,
Гуляева Зинаида Викторовна,Россия,9055 303790,810-875-179 27,4772 2986 8799 9496,Альфа-Банк,Мир,"Нарушение сна, Онемение, Головная боль",Педиатр,2023-10-13T13:33:09+03:00,Доплерография сосудов шеи,2023-10-16T11:28:32+03:00,2325.0
Гуляева Зинаида Викторовна,Россия,9055 303790,810-875-179 27,4772 2986 8799 9496,Альфа-Банк,Мир,"Кашель, Боль в животе, Температура, Рвота",Педиатр,2023-11-06T21:01:37+03:00,Общий анализ мочи,2023-11-08T09:58:53+03:00,11583.0
Гуляева Злата Арсеньевна,Беларусь,,336-742-812 56,9615 2352 9909 2913,ВТБ,,"Лихорадка, Озноб",Инфекционист,2023-11-02T16:59:03+03:00,"Общий анализ мочи, Анализ мочи по Нечипоренко, ПЦР на инфекции",2024-08-31T18:46:55+03:00,8339.0
Гуляева Злата Арсеньевна,Беларусь,,336-742-812 56,9615 2352 9909 2913,ВТБ,,"Боль при мочеиспускании, Боль в пояснице",Инфекционист,2023-11-02T16:59:03+03:00,"Общий анализ мочи, Анализ мочи по Нечипоренко, ПЦР на инфекции",2024-08-31T18:46:55+03:00,5831.0
Гуляева Ксения Васильевна,Россия,4038 818454,994-978-946 60,2637 6802 8724 4611,Сбербанк,MasterCard,Боль в области трансплантата,Пульмонолог,2023-07-04T10:46:10+03:00,Гистосовместимость,2023-07-07T13:36:52+03:00,8218.0
Гуляева Ксения Васильевна,Россия,4038 818454,994-978-946 60,2637 6802 8724 4611,Сбербанк,MasterCard,"Тревожность, Депрессия, Утомляемость",Пульмонолог,2023-08-14T10:49:07+03:00,"Психологические тесты, Токсикологическое исследование, Общий анализ крови",2023-08-16T10:45:44+03:00,8218.0
Гуляева Ксения Васильевна,Россия,4038 818454,994-978-946 60,2637 6802 8724 4611,Сбербанк,MasterCard,"Одышка, Боль в груди",Пульмонолог,2023-08-14T10:49:07+03:00,Спирометрия,2023-08-16T10:45:44+03:00,11992.0
Гуляева Лариса Трофимовна,Казахстан,N 3767312,211-657-253 16,1110 8741 1217 6376,Тинькофф,,"Боль в пояснице, Нарушение осанки",Мануальный терапевт,2024-01-03T18:34:42+03:00,"МРТ позвоночника, Рентген, Электромиография",2025-02-27T12:37:37+03:00,4898.0
Гуляева Лариса Трофимовна,Казахстан,N 3767312,211-657-253 16,1110 8741 1217 6376,Тинькофф,,"Боль в ногах, Отеки, Варикоз",Флеболог,2025-02-24T17:45:07+03:00,"Коагулограмма, Общий анализ крови",2025-02-27T12:37:37+03:00,9594.0
Гуляева Лариса Трофимовна,Казахстан,N 3767312,211-657-253 16,1110 8741 1217 6376,Тинькофф,,"Боль в ногах, Отеки, Варикоз",Инфекционист,2025-02-24T17:45:07+03:00,Биохимический анализ крови,2025-04-22T14:27:58+03:00,9594.0
Гуляева Марина Артуровна,,9961 627570,,5392 7321 1759 9224,,MasterCard,,Дерматолог,2023-06-19T08:22:48+03:00,Общий анализ крови,2023-06-21T19:24:33+03:00,3316.0
Гуляева Полина Игнатьевна,Казахстан,N 3954478,544-340-397 72,4021 1420 6108 1499,Сбербанк,MasterCard,Реабилитация после травм,Физиотерапевт,,Электромиография,2024-08-13T09:41:26+03:00,3698.0
Гуляева Раиса Антоновна,Казахстан,N 0490346,420-232-893 39,3125 5422 9468 7180,Сбербанк,MasterCard,Рвота,Токсиколог,2023-08-17T17:30:33+03:00,Общий анализ крови,2023-08-19T16:27:04+03:00,8120.0
Гуляева Раиса Антоновна,Казахстан,N 0490346,420-232-893 39,3125 5422 9468 7180,Сбербанк,MasterCard,Онемение,Мануальный терапевт,2024-02-09T20:20:34+03:00,Общий анализ крови,2024-02-11T20:27:16+03:00,8120.0
Гуляева Раиса Антоновна,Казахстан,N 0490346,420-232-893 39,3125 5422 9468 7180,Сбербанк,MasterCard,Онемение,Аллерголог,2024-02-22T13:30:27+03:00,Аллергопробы,2024-02-11T20:27:16+03:00,4246.0
Гуляева Раиса Антоновна,Казахстан,N 0490346,420-232-893 39,3125 5422 9468 7180,Сбербанк,MasterCard,"Боль в пояснице, Частое мочеиспускание",Уролог,2024-12-17T18:16:11+03:00,"УЗИ почек, ПЦР на инфекции, Общий анализ мочи",2024-02-11T20:27:16+03:00,9896.0
Гуляева Раиса Антоновна,Казахстан,N 0490346,420-232-893 39,3125 5422 9468 7180,Сбербанк,MasterCard,"Боль в пояснице, Частое мочеиспускание",Эндокринолог,2024-12-17T18:16:11+03:00,"УЗИ щитовидной железы, Инсулин",2024-02-11T20:27:16+03:00,11475.0
Гуляева Софья Витальевна,,,379-522-679 88,4820 2632 9960 7488,Сбербанк,Visa,"Депрессия, Утомляемость",Психиатр,2025-03-12T15:38:47+03:00,"Психологические тесты, Токсикологическое исследование, Общий анализ крови",2025-03-15T13:17:04+03:00,2229.0
Гуляева Софья Витальевна,,,379-522-679 88,4820 2632 9960 7488,Сбербанк,Visa,Слабость,Гематолог,2025-03-12T15:38:47+03:00,"Общий анализ крови, Ферритин",2024-10-07T10:08:52+03:00,2229.0
Гуляева Софья Юльевна,Россия,2292 623174,277-366-500 44,4685 1509 1796 6869,Альфа-Банк,Мир,Темная моча,Иммунолог,2025-01-15T19:24:09+03:00,Анализ на иммуноглобулины,2025-01-17T17:43:48+03:00,
Гуляева Софья Юльевна,Россия,2292 623174,277-366-500 44,4685 1509 1796 6869,Альфа-Банк,Мир,Темная моча,Иммунолог,2025-03-06T15:14:10+03:00,Анализ на иммуноглобулины,2025-03-08T19:38:57+03:00,
Гуляева Софья Юльевна,Россия,2292 623174,277-366-500 44,4685 1509 1796 6869,Альфа-Банк,Мир,Желтуха,Токсиколог,2025-03-06T15:14:10+03:00,Токсикологический анализ,2025-03-08T19:38:57+03:00,
Гуляева Яна Архиповна,Казахстан,,282-360-251 15,1567 9819 3930 8758,Альфа-Банк,,"Частое мочеиспускание, Боль в пояснице, Отеки",,2023-07-17T19:29:37+03:00,"Общий анализ крови, Рентген легких, Проба Манту",2023-07-20T20:34:20+03:00,6647.0
Гуляева Яна Архиповна,Казахстан,,282-360-251 15,1567 9819 3930 8758,Альфа-Банк,,"Кашель, Одышка, Температура, Потеря веса",,2023-07-17T19:29:37+03:00,"Общий анализ крови, Рентген легких, Проба Манту",2025-04-24T13:41:19+03:00,6647.0
Денисов Абрам Владиславович,Беларусь,JI 0958592,603-760-628 21,9497 2251 8783 4622,Сбербанк,Visa,,Нарколог,2024-06-29T08:33:08+03:00,"Анализ на наркотики, Токсикологическое исследование, Общий анализ крови",2024-06-30T14:39:15+03:00,2379.0
Денисов Абрам Владиславович,Беларусь,JI 0958592,603-760-628 21,9497 2251 8783 4622,Сбербанк,Visa,,Хирург-ортопед,2024-06-29T08:33:08+03:00,"Общий анализ крови, Рентген, МРТ суставов",2025-01-17T10:53:11+03:00,5484.0
Денисов Абрам Владиславович,Беларусь,JI 0958592,603-760-628 21,9497 2251 8783 4622,Сбербанк,Visa,,Педиатр,2024-06-29T08:33:08+03:00,"Общий анализ мочи, Иммуноферментный анализ (ИФА), Копрограмма",2025-01-17T10:53:11+03:00,10810.0
Денисов Аким Тимурович,Россия,8424 818934,268-360-469 77,7134 8912 7008 7546,Сбербанк,Visa,"Боль в горле, Гнойные выделения, Ушная боль, Заложенность носа",Отоларинголог,2023-05-31T21:36:51+03:00,Общий анализ крови,2023-06-03T11:32:02+03:00,6202.0
Денисов Аким Тимурович,Россия,8424 818934,268-360-469 77,7134 8912 7008 7546,Сбербанк,Visa,"Боль при мочеиспускании, Выделения, Сыпь",Венеролог,2025-04-22T19:58:27+03:00,"Общий анализ крови, ПЦР на инфекции, Мазок на флору",2025-04-24T13:53:38+03:00,6202.0
Денисов Аким Тимурович,Россия,8424 818934,268-360-469 77,7134 8912 7008 7546,Сбербанк,Visa,Сыпь,Венеролог,2025-04-22T19:58:27+03:00,"ПЦР на ИППП, Соскоб кожи, Общий анализ крови",2023-10-07T20:00:46+03:00,6202.0
Денисов Александр Прохорович,Россия,5265 140508,607-415-817 52,3363 5623 5678 5251,Тинькофф,Visa,"Онемение конечностей, Острая боль в спине, Боль в суставах",Ортопед,2023-08-29T11:52:50+03:00,"МРТ суставов, Рентген",2023-08-31T09:17:46+03:00,9189.0
Денисов Александр Прохорович,Россия,5265 140508,607-415-817 52,3363 5623 5678 5251,Тинькофф,Visa,"Жажда, Частое мочеиспускание",Ортопед,2024-01-13T21:41:26+03:00,"МРТ суставов, Рентген",2023-08-31T09:17:46+03:00,3165.0
Денисов Александр Прохорович,Россия,5265 140508,607-415-817 52,3363 5623 5678 5251,Тинькофф,Visa,"Желтуха у новорожденных, Отказ от еды, Температура",Неонатолог,2024-05-19T12:39:56+03:00,"Анализ на билирубин, УЗИ органов, Неонатальный скрининг",2024-05-21T13:17:37+03:00,3165.0
Денисов Александр Прохорович,Россия,5265 140508,607-415-817 52,3363 5623 5678 5251,Тинькофф,Visa,"Нарушение произношения звуков, Дисфония",Неонатолог,2024-11-02T12:07:48+03:00,"Психологическое тестирование, Аудиометрия",2024-11-04T12:34:26+03:00,6920.0
Денисов Андрей Никитич,Беларусь,ZK 3892969,675-608-325 81,3730 2519 5785 9969,Альфа-Банк,Мир,Проблемы с дыханием,Анестезиолог,2023-07-26T08:08:08+03:00,"Общий анализ крови, Коагулограмма, ЭКГ",2023-07-28T09:59:32+03:00,6997.0
Денисов Андрей Никитич,Беларусь,ZK 3892969,675-608-325 81,3730 2519 5785 9969,Альфа-Банк,Мир,Проблемы с дыханием,Анестезиолог,2024-06-18T17:10:42+03:00,Анализ на гепатиты,2024-06-21T20:08:09+03:00,6997.0
Денисов Андрей Никитич,Беларусь,ZK 3892969,675-608-325 81,3730 2519 5785 9969,Альфа-Банк,Мир,"Заложенность ушей, Потеря слуха",Анестезиолог,2024-06-18T17:10:42+03:00,Анализ на гепатиты,2023-08-31T17:22:15+03:00,6997.0
Денисов Антон Архипович,Казахстан,N 9902330,842-518-659 47,8150 2734 2325 6114,Тинькофф,Visa,Боль в горле,Отоларинголог,2023-09-11T20:17:52+03:00,"Биохимический анализ крови, Общий анализ крови, Общий анализ мочи",2023-09-13T15:26:54+03:00,9974.0
Денисов Антон Архипович,Казахстан,N 9902330,842-518-659 47,8150 2734 2325 6114,Тинькофф,Visa,"Слабость, Температура",Отоларинголог,2024-11-09T17:14:15+03:00,"Биохимический анализ крови, Общий анализ крови, Общий анализ мочи",2023-09-13T15:26:54+03:00,9974.0
Денисов Аркадий Анатольевич,Россия,7414 538895,622-795-758 81,8719 4028 6310 9651,Альфа-Банк,Visa,"Опухоли, Выделения из сосков",Маммолог,2024-05-26T12:51:09+03:00,Общий анализ крови,2024-05-29T08:08:30+03:00,10062.0
Денисов Аркадий Анатольевич,Россия,7414 538895,622-795-758 81,8719 4028 6310 9651,Альфа-Банк,Visa,"Одышка, Боль в суставах, Слабость",Гериатр,2024-05-26T12:51:09+03:00,Общий анализ крови,2025-03-01T18:15:57+03:00,5308.0
Денисов Валентин Даниилович,,CG 4790729,,9937 9457 5707 5310,Сбербанк,Мир,"Потливость, Потеря веса, Жажда, Частое мочеиспускание",,2024-04-24T10:56:33+03:00,"Аудиограмма, Тимпанометрия, МРТ головного мозга",2024-10-04T08:03:23+03:00,7000.0
Денисов Валентин Даниилович,,CG 4790729,,9937 9457 5707 5310,Сбербанк,Мир,"Потливость, Потеря веса, Жажда, Частое мочеиспускание",,2024-10-02T16:40:14+03:00,"Инсулин, УЗИ щитовидной железы",2024-10-04T08:03:23+03:00,2299.0
Денисов Владимир Васильевич,Беларусь,MU 0842012,795-762-343 14,1046 4147 7698 5835,Сбербанк,Visa,Боль в суставах,Травматолог,2024-04-23T13:07:54+03:00,"УЗИ мягких тканей, Рентген",2023-06-27T11:57:29+03:00,4480.0
Денисов Владимир Васильевич,Беларусь,MU 0842012,795-762-343 14,1046 4147 7698 5835,Сбербанк,Visa,Гнойные выделения,Стоматолог,2024-04-23T13:07:54+03:00,"УЗИ мягких тканей, Рентген",2023-06-27T11:57:29+03:00,11421.0
Денисов Владимир Васильевич,Беларусь,MU 0842012,795-762-343 14,1046 4147 7698 5835,Сбербанк,Visa,"Боль в суставах, Переломы",Стоматолог,2024-04-23T13:07:54+03:00,"УЗИ мягких тканей, Рентген",2024-10-05T19:44:01+03:00,8923.0
Денисов Владимир Евгеньевич,Казахстан,,785-836-515 89,9370 4536 3900 2668,Альфа-Банк,Visa,"Лихорадка, Боль в области трансплантата",Трансплантолог,2025-01-23T10:04:34+03:00,"Биохимический анализ крови, Общий анализ крови",2025-01-26T17:26:15+03:00,9852.0
Денисов Вячеслав Станиславович,,QM 3449665,762-678-216 31,6642 2856 2712 9488,,Visa,,,2025-03-29T20:47:44+03:00,"Иммунограмма, Анализ на иммуноглобулины",2025-03-31T19:58:37+03:00,9182.0
Денисов Герман Данилович,Казахстан,N 0326560,568-698-535 69,8588 4339 3482 5973,Сбербанк,MasterCard,"Боль в груди, Одышка, Отеки",Кардиолог,2023-07-04T20:05:17+03:00,"Холтеровское мониторирование, ЭКГ",2023-10-04T09:39:08+03:00,5178.0
Денисов Герман Данилович,Казахстан,N 0326560,568-698-535 69,8588 4339 3482 5973,Сбербанк,MasterCard,"Частые заболевания, Распространение инфекции",Эпидемиолог,2023-10-01T13:21:22+03:00,"Биохимический анализ крови, Анализ на антитела, ПЦР на инфекции",2023-10-04T09:39:08+03:00,2716.0
Денисов Герман Данилович,Казахстан,N 0326560,568-698-535 69,8588 4339 3482 5973,Сбербанк,MasterCard,"Частые заболевания, Распространение инфекции",Сурдолог,2023-11-12T08:35:55+03:00,"Рентген височной кости, Тимпанометрия, МРТ головного мозга",2023-11-14T21:34:43+03:00,3583.0
Денисов Герман Данилович,Казахстан,N 0326560,568-698-535 69,8588 4339 3482 5973,Сбербанк,MasterCard,Выделения,Сурдолог,2023-11-12T08:35:55+03:00,"Рентген височной кости, Тимпанометрия, МРТ головного мозга",2023-11-14T21:34:43+03:00,6524.0
Денисов Герман Павлович,Беларусь,TG 8325458,332-727-982 57,6234 4038 1761 3626,Сбербанк,Visa,"Гнойные выделения, Зубная боль, Отек десен",Эпидемиолог,2024-11-25T09:57:38+03:00,Биохимический анализ крови,2025-02-24T15:45:29+03:00,7486.0
Денисов Герман Павлович,Беларусь,TG 8325458,332-727-982 57,6234 4038 1761 3626,Сбербанк,Visa,"Гнойные выделения, Зубная боль, Отек десен",Стоматолог,2025-02-23T21:43:21+03:00,"Панорамный снимок зубов, Аллергопробы",2025-02-24T15:45:29+03:00,7486.0
Денисов Герман Павлович,Беларусь,TG 8325458,332-727-982 57,6234 4038 1761 3626,Сбербанк,Visa,"Гнойные выделения, Зубная боль, Отек десен",Психотерапевт,2025-02-23T21:43:21+03:00,"ЭЭГ, Гормональные исследования, Психологические тесты",2025-02-24T15:45:29+03:00,7486.0
Денисов Захар Владиславович,Казахстан,N 7229311,279-461-564 41,9603 7444 2527 3505,Сбербанк,Мир,"Потеря аппетита, Сыпь",,2025-03-05T17:43:21+03:00,Анализ на яйца глист,2025-03-06T20:15:44+03:00,5307.0
Денисов Захар Владиславович,Казахстан,N 7229311,279-461-564 41,9603 7444 2527 3505,Сбербанк,Мир,"Онемение, Головокружение, Нарушение сна, Головная боль",,2025-03-05T17:43:21+03:00,Анализ на яйца глист,2024-01-02T19:03:36+03:00,6627.0
Денисов Игнат Геннадьевич,Россия,3011 808209,255-370-572 46,7291 8119 5602 3291,Сбербанк,MasterCard,Потливость,Онколог,2023-05-04T14:34:47+03:00,МРТ или КТ,2023-05-20T13:55:53+03:00,7255.0
Денисов Игнат Геннадьевич,Россия,3011 808209,255-370-572 46,7291 8119 5602 3291,Сбербанк,MasterCard,Потливость,Иммунолог,2023-05-18T17:49:28+03:00,МРТ или КТ,2023-05-20T13:55:53+03:00,7255.0
Денисов Игнат Геннадьевич,Россия,3011 808209,255-370-572 46,7291 8119 5602 3291,Сбербанк,MasterCard,Отторжение органа,Иммунолог,2024-10-02T16:06:20+03:00,Биохимический анализ крови,2024-10-04T11:28:58+03:00,3657.0
Денисов Игнат Геннадьевич,Россия,3011 808209,255-370-572 46,7291 8119 5602 3291,Сбербанк,MasterCard,Отторжение органа,Мануальный терапевт,2024-12-15T19:41:54+03:00,"Рентген, Электромиография, МРТ позвоночника",2024-12-17T17:55:46+03:00,3657.0
Денисов Илья Иннокентьевич,,,644-741-739 42,,Сбербанк,Visa,"Темная моча, Желтуха",Гепатолог,,"Фиброскан, Биохимический анализ крови, Анализ на гепатиты",2024-10-26T10:56:45+03:00,10162.0
Денисов Константин Петрович,Россия,5235 583755,437-658-417 38,5595 5343 3677 3916,Сбербанк,MasterCard,Нарушение осанки,Мануальный терапевт,2023-11-25T14:44:01+03:00,"Электромиография, Общий анализ крови, МРТ позвоночника",2023-11-27T12:46:37+03:00,5232.0
Денисов Константин Петрович,Россия,5235 583755,437-658-417 38,5595 5343 3677 3916,Сбербанк,MasterCard,Нарушение осанки,Уролог,2024-04-10T11:59:49+03:00,"Общий анализ мочи, УЗИ почек",2024-04-11T13:40:31+03:00,5232.0
Денисов Лев Абрамович,Беларусь,FS 4981594,224-513-844 24,1252 4897 1150 6964,Альфа-Банк,Visa,"Кашель, Одышка, Затрудненное дыхание",Иммунолог,2023-10-24T18:06:40+03:00,"Анализ на иммуноглобулины, ПЦР на вирусы",2023-10-27T13:15:56+03:00,7458.0
Денисов Лев Абрамович,Беларусь,FS 4981594,224-513-844 24,1252 4897 1150 6964,Альфа-Банк,Visa,"Кашель, Одышка, Затрудненное дыхание",Пульмонолог,2024-10-20T09:14:26+03:00,"Спирометрия, Общий анализ крови, Рентген грудной клетки",2024-10-22T19:36:05+03:00,7458.0
Денисов Лука Трофимович,,,463-268-246 57,6620 2143 8762 5566,,,"Одышка, Затрудненное дыхание",Пульмонолог,2024-04-19T19:00:23+03:00,,2024-04-21T16:11:34+03:00,8500.0
Денисов Максим Матвеевич,Беларусь,NB 2200451,,5521 1837 5729 7077,ВТБ,Visa,"Диагностика травм, Выявление опухолей",Эндокринолог,2023-06-27T16:30:38+03:00,"КТ, Рентген, УЗИ",2023-06-29T10:55:37+03:00,10911.0
Денисов Максим Матвеевич,Беларусь,NB 2200451,,5521 1837 5729 7077,ВТБ,Visa,Потливость,Эндокринолог,2024-01-15T14:46:07+03:00,"КТ, Рентген, УЗИ",2023-06-29T10:55:37+03:00,10911.0
Денисов Максим Матвеевич,Беларусь,NB 2200451,,5521 1837 5729 7077,ВТБ,Visa,Потливость,Ревматолог,2024-07-17T13:38:41+03:00,Общий анализ крови,2024-07-19T09:26:58+03:00,10911.0
Денисов Николай Тимурович,Беларусь,UL 3375998,167-310-726 62,2066 8539 5472 2678,ВТБ,Visa,Сыпь,Маммолог,2024-10-31T11:25:52+03:00,"Биопсия, Маммография",2024-11-03T16:11:15+03:00,4531.0
Денисов Николай Тимурович,Беларусь,UL 3375998,167-310-726 62,2066 8539 5472 2678,ВТБ,Visa,Сыпь,Маммолог,2024-11-30T16:42:15+03:00,Соскоб кожи,2024-12-03T10:52:03+03:00,4531.0
Денисов Николай Тимурович,Беларусь,UL 3375998,167-310-726 62,2066 8539 5472 2678,ВТБ,Visa,Сыпь,Стоматолог,2025-02-17T12:42:53+03:00,Биохимический анализ крови,2025-02-19T19:59:39+03:00,4531.0
Денисов Николай Тимурович,Беларусь,UL 3375998,167-310-726 62,2066 8539 5472 2678,ВТБ,Visa,Сыпь,Педиатр,2025-02-17T12:42:53+03:00,Общий анализ крови,2025-02-19T19:59:39+03:00,10272.0
Денисов Прохор Акимович,Беларусь,MD 3773168,719-781-517 23,,,Мир,"Боль в суставах, Переломы",Травматолог,2024-03-07T10:53:21+03:00,"Рентген, Общий анализ крови",2024-05-02T12:26:10+03:00,9047.0
Денисов Прохор Акимович,Беларусь,MD 3773168,719-781-517 23,,,Мир,"Кашель, Рвота, Боль в животе, Температура",Педиатр,2024-03-07T10:53:21+03:00,Иммуноферментный анализ (ИФА),2024-05-02T12:26:10+03:00,6618.0
Денисов Руслан Тимофеевич,Казахстан,N 0992079,128-291-104 20,6718 5815 1792 9860,Альфа-Банк,Visa,"Желтуха, Боль в правом подреберье, Темная моча",Гепатолог,2023-07-22T19:26:57+03:00,"Общий анализ крови, МРТ суставов",2023-07-25T08:36:54+03:00,3265.0
Денисов Руслан Тимофеевич,Казахстан,N 0992079,128-291-104 20,6718 5815 1792 9860,Альфа-Банк,Visa,"Острая боль в спине, Боль в суставах, Онемение конечностей",Ортопед,2023-08-25T19:46:51+03:00,"Общий анализ крови, МРТ суставов",2023-08-28T19:15:48+03:00,4739.0
Денисов Руслан Тимофеевич,Казахстан,N 0992079,128-291-104 20,6718 5815 1792 9860,Альфа-Банк,Visa,"Сыпь, Акне",Косметолог,2024-10-14T09:20:40+03:00,"Общий анализ крови, МРТ суставов",2024-10-17T15:31:29+03:00,5344.0
Денисов Сергей Витальевич,Беларусь,DW 7281397,553-942-288 72,,Альфа-Банк,Visa,,Мануальный терапевт,,Электромиография,2023-09-30T14:16:45+03:00,10637.0
Денисов Сергей Витальевич,Беларусь,DW 7281397,553-942-288 72,,Альфа-Банк,Visa,,Логопед,,Психологическое тестирование,2023-09-30T14:16:45+03:00,3983.0
Денисов Сергей Прохорович,Беларусь,KC 8818542,520-685-685 36,3291 8841 7898 2782,Тинькофф,Visa,Переломы,Травматолог,2024-03-30T11:26:08+03:00,УЗИ мягких тканей,2024-04-24T16:39:14+03:00,5803.0
Денисов Сергей Прохорович,Беларусь,KC 8818542,520-685-685 36,3291 8841 7898 2782,Тинькофф,Visa,Переломы,Токсиколог,2024-03-30T11:26:08+03:00,"Общий анализ крови, Анализ на токсины в моче",2024-04-24T16:39:14+03:00,10913.0
Денисов Сергей Прохорович,Беларусь,KC 8818542,520-685-685 36,3291 8841 7898 2782,Тинькофф,Visa,Переломы,Токсиколог,2024-03-30T11:26:08+03:00,Офтальмоскопия,2024-04-24T16:39:14+03:00,2869.0
Денисов Сергей Прохорович,Беларусь,KC 8818542,520-685-685 36,3291 8841 7898 2782,Тинькофф,Visa,"Бледность кожи, Слабость, Лихорадка, Потливость",Гематолог,2024-03-30T11:26:08+03:00,"Коагулограмма, Анализ на тромбоциты, Ферритин",2025-03-07T17:37:10+03:00,8095.0
Денисов Тарас Максимович,Казахстан,N 9758646,513-182-950 55,1478 7861 5762 6074,Альфа-Банк,MasterCard,"Нарушение полового влечения, Потеря оргазма, Эректильная дисфункция",Офтальмолог,2024-03-25T15:01:01+03:00,"Гормональные исследования, Психологические тесты, Анализ на тестостерон",2024-03-27T18:08:58+03:00,7677.0
Денисов Тарас Максимович,Казахстан,N 9758646,513-182-950 55,1478 7861 5762 6074,Альфа-Банк,MasterCard,Покраснение глаз,Офтальмолог,2024-03-25T15:01:01+03:00,"Гормональные исследования, Психологические тесты, Анализ на тестостерон",2025-02-26T14:59:20+03:00,11318.0
Денисов Юрий Петрович,Беларусь,HD 8136310,125-763-776 69,6339 1262 3395 5452,Сбербанк,Мир,Желтуха,Токсиколог,2023-08-15T15:43:25+03:00,"Тонометрия глаза, Проверка остроты зрения",2023-08-17T17:06:07+03:00,4627.0
Денисов Юрий Петрович,Беларусь,HD 8136310,125-763-776 69,6339 1262 3395 5452,Сбербанк,Мир,"Затуманенное зрение, Сухость глаз",Офтальмолог,2023-11-16T09:09:04+03:00,"Тонометрия глаза, Проверка остроты зрения",2023-11-18T12:33:08+03:00,4627.0
Денисов Юрий Петрович,Беларусь,HD 8136310,125-763-776 69,6339 1262 3395 5452,Сбербанк,Мир,"Одышка, Сыпь",Аллерголог,2024-05-24T21:31:20+03:00,"Кожные тесты на аллергены, Иммуноглобулин Е, Общий анализ крови",2024-05-27T18:36:40+03:00,4627.0
Денисов Юрий Петрович,Беларусь,HD 8136310,125-763-776 69,6339 1262 3395 5452,Сбербанк,Мир,Выделения,Венеролог,2024-05-24T21:31:20+03:00,Мазок на флору,2024-09-09T12:46:32+03:00,6804.0
Денисова Агата Моисеевна,Беларусь,LJ 5830362,684-716-644 85,6666 3806 4603 9271,Сбербанк,Мир,"Температура, Рвота",Педиатр,2024-06-24T20:50:00+03:00,"Анализ на ревматоидный фактор, МРТ суставов, Антинуклеарные антитела",2023-11-08T08:10:20+03:00,11477.0
Денисова Агата Моисеевна,Беларусь,LJ 5830362,684-716-644 85,6666 3806 4603 9271,Сбербанк,Мир,"Температура, Рвота",Педиатр,2024-06-24T20:50:00+03:00,"Иммуноферментный анализ (ИФА), Общий анализ крови, Копрограмма",2023-11-08T08:10:20+03:00,11477.0
Денисова Агата Моисеевна,Беларусь,LJ 5830362,684-716-644 85,6666 3806 4603 9271,Сбербанк,Мир,"Одышка, Затрудненное дыхание",Пульмонолог,2024-06-24T20:50:00+03:00,"Спирометрия, Рентген грудной клетки, Общий анализ крови",2024-06-26T11:35:40+03:00,11477.0
Денисова Амира Романовна,Россия,,219-661-269 51,,Сбербанк,Visa,"Тревожность, Нарушение сна, Депрессия, Панические атаки",Психотерапевт,,"ЭЭГ, Психологические тесты, Гормональные исследования",2025-04-10T16:10:44+03:00,6463.0
