ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Белов Владимир Никитич,Казахстан,N 3861233,162-276-549 14,4578 9725 9478 2757,,MasterCard,Потеря оргазма,Сексопатолог,2025-02-08T17:21:52+03:00,,2025-02-09T12:47:21+03:00,2360.0
Лаврова Ника Ярославовна,Беларусь,,,3031 7846 4603 4892,Сбербанк,,"Потеря аппетита, Лихорадка",Паразитолог,2023-12-09T15:54:11+03:00,"Общий анализ крови, Копрограмма, Анализ на антитела к паразитам",2023-12-12T14:52:50+03:00,10441.0
Лаврова Ника Ярославовна,Беларусь,LO 5062156,303-970-376 76,3031 7846 4603 4892,Сбербанк,,"Выделения, Боль при мочеиспускании",,2024-02-14T13:37:13+03:00,,2024-02-17T20:30:50+03:00,2593.0
Лаврова Ника Ярославовна,Беларусь,,,,Сбербанк,Visa,"Боль в суставах, Онемение, Отечность суставов",Ревматолог,2025-02-25T20:00:00+03:00,"Общий анализ крови, МРТ суставов, Антинуклеарные антитела",,
Лаврова Ника Ярославовна,Беларусь,LO 5062156,303-970-376 76,3031 7846 4603 4892,Сбербанк,Visa,,Трансплантолог,2025-03-01T12:52:24+03:00,"Общий анализ крови, Гистосовместимость, Коагулограмма",,
,Беларусь,,,3137 2156 7669 8060,,,,,2024-11-13T09:38:25+03:00,Коагулограмма,2024-11-15T19:47:27+03:00,
Андреев Тарас Елисеевич,Беларусь,MD 6601986,,3137 2156 7669 8060,ВТБ,,Боль в животе,Хирург,2024-04-08T19:06:37+03:00,"МРТ или КТ, Общий анализ крови, Коагулограмма",2024-04-10T12:49:08+03:00,
,Беларусь,SJ 7666623,,8069 3337 2166 2256,Альфа-Банк,,,Ревматолог,2024-07-20T11:40:46+03:00,,,2018.0
Власова Мила Алексеевна,Беларусь,,769-269-566 33,,Альфа-Банк,,,,2024-01-10T16:51:52+03:00,"Общий анализ крови, Коагулограмма",2024-01-12T14:23:02+03:00,10376.0
Власова Мила Алексеевна,Беларусь,SJ 7666623,,8069 3337 2166 2256,,Visa,"Боль в ногах, Отеки",Сосудистый хирург,2024-05-30T09:58:24+03:00,УЗИ сосудов,2024-06-01T11:56:00+03:00,3850.0
Власова Мила Алексеевна,Беларусь,SJ 7666623,769-269-566 33,8069 3337 2166 2256,Альфа-Банк,Visa,,Хирург-ортопед,,,,
Романов Роман Львович,Казахстан,,219-690-404 63,5672 7311 8218 2469,Альфа-Банк,MasterCard,,Иммунолог,2023-05-03T16:58:03+03:00,Анализ на иммуноглобулины,2023-05-05T17:21:06+03:00,8649.0
Романов Роман Львович,Казахстан,N 2336110,219-690-404 63,,,,,,,Коагулограмма,2024-03-30T17:42:30+03:00,11886.0
,Казахстан,N 2336110,219-690-404 63,,,MasterCard,"Рвота, Боль в животе, Кашель, Температура",Педиатр,2024-11-23T13:03:02+03:00,"Копрограмма, Общий анализ крови",,
Романов Роман Львович,Казахстан,N 2336110,219-690-404 63,5672 7311 8218 2469,Альфа-Банк,MasterCard,Боль в суставах,Физиотерапевт,2024-03-20T21:56:43+03:00,"МРТ, Электромиография",,
Романов Роман Львович,Казахстан,N 2336110,219-690-404 63,,,,"Сыпь, Выделения, Боль при мочеиспускании",Венеролог,2025-04-04T08:08:28+03:00,Анализ на ВИЧ,2025-04-06T15:15:48+03:00,8939.0
,Казахстан,N 3322546,,,Альфа-Банк,,,,2024-02-21T13:54:12+03:00,"ЭЭГ, Доплерография сосудов шеи",2024-02-23T15:18:40+03:00,7987.0
Кузнецов Тимофей Вячеславович,Казахстан,N 3322546,316-977-616 63,,,Мир,,Нарколог,,"Анализ на наркотики, Психологические тесты, Общий анализ крови",2023-12-03T09:53:52+03:00,10912.0
Кузнецов Тимофей Вячеславович,Казахстан,N 3322546,316-977-616 63,,,Мир,Тревожность,,2023-06-04T15:23:01+03:00,,2023-06-06T21:37:53+03:00,
,,9648 578777,,3469 6241 6767 1670,Сбербанк,MasterCard,,,2024-08-03T10:18:16+03:00,"УЗИ плода, Цитологическое исследование",,10204.0
Лебедева Римма Владимировна,Россия,,559-548-589 56,3469 6241 6767 1670,Сбербанк,,,Гематолог,2024-02-28T08:50:38+03:00,"Анализ на тромбоциты, Общий анализ крови, Коагулограмма",2024-02-29T09:11:55+03:00,
,Россия,,559-548-589 56,3469 6241 6767 1670,Сбербанк,,,Анестезиолог,2025-03-26T15:58:23+03:00,,,11351.0
Лебедева Римма Владимировна,Россия,,,3469 6241 6767 1670,,MasterCard,,Фтизиатр,,Анализ мокроты,2025-03-24T16:47:19+03:00,
,Казахстан,N 9653175,951-533-365 36,,Сбербанк,,Отеки,Сосудистый хирург,2024-04-23T21:21:29+03:00,,2024-04-26T20:32:55+03:00,
,Казахстан,N 9653175,,,Сбербанк,,Онемение,Хирург-ортопед,2023-11-17T14:48:30+03:00,,2023-11-19T15:14:47+03:00,5115.0
Новикова Земфира Егоровна,Казахстан,N 9653175,951-533-365 36,7823 9179 5671 4399,Сбербанк,MasterCard,,,2024-09-25T19:39:47+03:00,Психологические тесты,2024-09-26T21:05:15+03:00,2274.0
Гордеева Ангелина Сергеевна,,N 1298090,,2495 3993 4430 8149,Сбербанк,Visa,Диагностика травм,Радиолог,2024-10-24T09:52:34+03:00,,,3741.0
Гордеева Ангелина Сергеевна,Казахстан,N 1298090,,,Сбербанк,,"Диагностика травм, Визуализация внутренних органов, Выявление опухолей",Радиолог,2023-06-17T18:29:30+03:00,"УЗИ, КТ",,10008.0
Гордеева Ангелина Сергеевна,Казахстан,N 1298090,,2495 3993 4430 8149,Сбербанк,,"Частое мочеиспускание, Боль в пояснице",Нефролог,2023-10-30T17:52:49+03:00,Анализ мочи по Нечипоренко,2023-11-01T17:58:05+03:00,
Гордеева Ангелина Сергеевна,,N 1298090,929-902-380 88,,Сбербанк,Visa,Отказ от еды,Неонатолог,2024-09-13T14:37:28+03:00,"Общий анализ крови, Неонатальный скрининг, УЗИ органов",2024-09-16T20:49:57+03:00,9298.0
,Казахстан,,,2495 3993 4430 8149,,Visa,,Неонатолог,2023-05-18T19:35:46+03:00,"УЗИ органов, Неонатальный скрининг",2023-05-20T18:48:18+03:00,3101.0
Андреева Зинаида Степановна,Россия,4516 506385,234-116-347 15,,Сбербанк,,"Слабость, Одышка, Боль в суставах",,,УЗИ органов,,7059.0
Андреева Зинаида Степановна,,4516 506385,,2778 3679 5062 4164,,Visa,"Потеря веса, Непереносимость продуктов",,,"Анализ на пищевую непереносимость, Биохимический анализ крови, Глюкоза крови",2024-03-17T18:17:54+03:00,6504.0
,Россия,4516 506385,,,,,Лихорадка,Эпидемиолог,,"Общий анализ крови, Анализ на антитела, ПЦР на инфекции",2024-01-31T17:52:30+03:00,11928.0
Андреева Зинаида Степановна,,,234-116-347 15,2778 3679 5062 4164,,Visa,Жажда,,2024-07-19T17:11:34+03:00,"ТТГ (тиреотропный гормон), Инсулин, Тест на толерантность к глюкозе",2024-07-22T16:24:09+03:00,
,Россия,4516 506385,234-116-347 15,,Сбербанк,Visa,,Невролог,2024-01-25T17:05:41+03:00,,2024-01-27T21:10:38+03:00,5701.0
,Россия,,138-170-605 86,7082 2540 5054 9363,Тинькофф,Мир,"Частые инфекции, Утомляемость, Лихорадка, Озноб",Иммунолог,2023-12-21T13:07:34+03:00,"Иммунограмма, ПЦР на вирусы, Общий анализ крови",,2277.0
Егоров Богдан Маркович,Россия,,,,Тинькофф,Мир,"Отек, Боль в суставах, Переломы",Травматолог,2024-06-15T21:01:13+03:00,,,
Егоров Богдан Маркович,Россия,2618 620303,,7082 2540 5054 9363,Тинькофф,Мир,"Онемение кожи, Покраснение кожи",Дерматолог,2025-04-14T10:10:32+03:00,,2025-04-15T20:26:03+03:00,7114.0
,,TI 9950929,385-778-928 15,,Сбербанк,,,Гепатолог,2023-06-10T15:19:35+03:00,,2023-06-12T09:49:17+03:00,9815.0
Кравцов Альберт Русланович,Беларусь,TI 9950929,,,Сбербанк,Visa,"Заложенность ушей, Шум в ушах",,2023-07-03T19:01:28+03:00,Рентген височной кости,2023-07-06T18:46:22+03:00,
Кравцов Альберт Русланович,Беларусь,TI 9950929,385-778-928 15,7536 6683 2725 4087,Сбербанк,Visa,Потеря веса,Эндокринолог,2025-04-03T18:42:06+03:00,УЗИ щитовидной железы,2025-04-05T16:48:50+03:00,
,,AZ 5688932,,3694 3674 7662 3129,Тинькофф,Мир,"Желтуха у новорожденных, Температура, Отказ от еды",Неонатолог,2023-08-17T20:23:05+03:00,,2023-08-19T19:42:27+03:00,6772.0
,,AZ 5688932,,,Тинькофф,,,Логопед,,,2024-07-11T17:46:00+03:00,8601.0
Максимов Владимир Вячеславович,Россия,3076 417446,,9346 1386 5668 8894,Сбербанк,Мир,,,2024-09-29T21:30:11+03:00,,2024-10-01T19:00:35+03:00,2666.0
Максимов Владимир Вячеславович,Россия,3076 417446,,9346 1386 5668 8894,Сбербанк,Мир,"Острая боль в спине, Боль в суставах, Онемение конечностей",Ортопед,2025-02-11T16:34:12+03:00,"Анализ на ревматоидный фактор, МРТ суставов, Общий анализ крови",2025-02-13T12:04:37+03:00,3243.0
Зайцева Зарина Ростиславовна,,NV 0683085,,7482 6471 6828 7402,,MasterCard,,Паразитолог,,"Общий анализ крови, Анализ на антитела к паразитам, Копрограмма",2023-12-25T16:22:37+03:00,6637.0
,Беларусь,,823-738-553 50,,Сбербанк,,,Терапевт,2024-02-13T18:48:19+03:00,,2024-02-15T14:34:53+03:00,
Соколов Эдуард Фёдорович,Россия,3184 163436,293-930-790 43,,Сбербанк,Visa,Тремор,,,"Токсикологическое исследование, Психологические тесты, Анализ на наркотики",2024-03-30T17:43:53+03:00,7964.0
,Россия,3184 163436,,,,Visa,,,2025-01-03T21:26:38+03:00,,2025-01-05T18:28:04+03:00,
Соколов Эдуард Фёдорович,Россия,3184 163436,293-930-790 43,,,Visa,Онемение,Сосудистый хирург,2023-07-05T09:22:12+03:00,"УЗИ сосудов, Допплерография сосудов",2023-07-06T08:37:02+03:00,6954.0
Соколов Эдуард Фёдорович,Россия,3184 163436,,5874 5569 7894 3398,Сбербанк,Visa,"Слабость, Потливость",Гематолог,2024-04-14T11:17:27+03:00,"Ферритин, Коагулограмма",,11548.0
Соколов Эдуард Фёдорович,,3184 163436,,,Сбербанк,Visa,"Боли внизу живота, Нарушение менструального цикла, Выделения",Гинеколог,2023-11-08T10:12:20+03:00,Мазок на флору,,8884.0
,Беларусь,KJ 2832106,861-469-459 83,2314 7667 1928 2314,Сбербанк,Мир,"Зубная боль, Гнойные выделения",,,Рентген зубов,,
,Беларусь,KJ 2832106,861-469-459 83,2314 7667 1928 2314,,Мир,"Акне, Покраснение кожи, Сыпь",Косметолог,,,2023-11-24T19:29:03+03:00,7164.0
Зайцева Диана Павловна,Беларусь,,,,Сбербанк,Мир,"Покраснение кожи, Акне",Косметолог,,"Аллергопробы, Биохимический анализ крови",2025-01-05T10:46:30+03:00,
Кошелева Камилла Денисовна,,2151 225577,412-769-696 32,,ВТБ,,Тошнота,Гастроэнтеролог,,,,
Ларина Инга Владимировна,Казахстан,N 6391153,,3843 3749 2225 4551,Альфа-Банк,MasterCard,Гнойные выделения,,,Мазок из зева,,4590.0
Ларина Инга Владимировна,,N 6391153,987-532-569 78,3843 3749 2225 4551,Альфа-Банк,MasterCard,"Абстинентный синдром, Тошнота",Нарколог,2023-08-16T11:34:10+03:00,Общий анализ крови,2023-08-18T10:58:56+03:00,8682.0
,Казахстан,N 6391153,987-532-569 78,3843 3749 2225 4551,Альфа-Банк,,"Желтуха, Боль в правом подреберье",Гепатолог,,"УЗИ печени, Анализ на гепатиты",2023-11-27T12:19:52+03:00,11742.0
,Казахстан,N 6391153,987-532-569 78,3843 3749 2225 4551,Альфа-Банк,,"Слабость, Одышка, Боль в суставах",Гериатр,,"Биохимический анализ крови, Общий анализ крови",,
,Казахстан,N 6391153,,3843 3749 2225 4551,Альфа-Банк,MasterCard,Тошнота,Нарколог,,,2023-09-05T13:50:59+03:00,2056.0
Рябова Ангелина Артемовна,Беларусь,RR 9682611,,3625 4244 2618 9670,Сбербанк,MasterCard,,Сексопатолог,2023-09-28T12:56:55+03:00,"Психологические тесты, Анализ на тестостерон",2023-10-01T10:32:47+03:00,11781.0
,Беларусь,RR 9682611,,3625 4244 2618 9670,Сбербанк,MasterCard,,,2023-05-29T19:25:02+03:00,Биохимический анализ крови,2023-05-31T14:47:43+03:00,2801.0
Рябова Ангелина Артемовна,,RR 9682611,,,Сбербанк,MasterCard,,Трансплантолог,2024-07-15T16:38:29+03:00,"Биохимический анализ крови, Коагулограмма, Общий анализ крови",2024-07-18T12:55:52+03:00,9027.0
Лаврова Василиса Яковлевна,Беларусь,,252-918-242 78,6075 5111 6832 8456,Сбербанк,,"Выявление опухолей, Диагностика травм",,2023-05-04T09:12:48+03:00,,,2623.0
Лаврова Василиса Яковлевна,Беларусь,LT 2148754,252-918-242 78,6075 5111 6832 8456,Сбербанк,Visa,"Кашель, Температура, Слабость, Потливость",Терапевт,2023-12-26T14:40:58+03:00,,2023-12-28T20:25:13+03:00,
Дроздов Гордей Тимурович,,6198 156866,597-813-908 44,,Альфа-Банк,MasterCard,"Тошнота, Тремор, Абстинентный синдром",Нарколог,2023-10-04T20:10:18+03:00,"Анализ на наркотики, Токсикологическое исследование, Общий анализ крови",2023-10-07T20:28:22+03:00,11126.0
Кузьмина Альбина Яковлевна,,,593-325-234 20,6647 3494 1871 8933,ВТБ,,,Радиолог,2023-09-26T13:39:35+03:00,"Рентген, МРТ",2023-09-28T18:14:38+03:00,
Кузьмина Альбина Яковлевна,Россия,7629 858740,,6647 3494 1871 8933,ВТБ,Visa,,,2024-02-07T12:42:39+03:00,,,3955.0
Кузьмина Альбина Яковлевна,,7629 858740,593-325-234 20,,,,,,,"Токсикологическое исследование, Общий анализ крови, Анализ на наркотики",,7259.0
Захарова Маргарита Вячеславовна,Россия,2055 438741,733-610-692 40,,,MasterCard,"Сыпь, Онемение кожи, Покраснение кожи, Зуд",,2024-09-01T16:28:00+03:00,"Соскоб кожи, Аллергопробы, Биопсия кожи",2024-09-03T10:40:51+03:00,
,,2055 438741,,5899 1281 9047 6078,Тинькофф,MasterCard,"Абстинентный синдром, Тошнота",Нарколог,,,2025-01-10T20:57:20+03:00,4625.0
Костина Тамара Акимовна,Казахстан,,625-925-261 83,6603 5341 6925 9841,Тинькофф,,,Нарколог,,,2023-10-07T09:17:32+03:00,4950.0
,Казахстан,N 2470559,625-925-261 83,6603 5341 6925 9841,Тинькофф,,"Потеря оргазма, Нарушение полового влечения, Эректильная дисфункция",Сексопатолог,,,2024-06-11T15:35:18+03:00,
Костина Тамара Акимовна,Казахстан,N 2470559,625-925-261 83,6603 5341 6925 9841,Тинькофф,Visa,,,,"Биохимический анализ крови, Общий анализ крови",2024-07-31T08:30:23+03:00,11407.0
Костина Тамара Акимовна,Казахстан,N 2470559,625-925-261 83,6603 5341 6925 9841,Тинькофф,Visa,,Диетолог,2023-06-10T20:32:32+03:00,Глюкоза крови,2023-06-12T21:27:20+03:00,6030.0
,,,,,,Мир,Покраснение глаз,Офтальмолог,,"Офтальмоскопия, Проверка остроты зрения",2023-08-09T21:40:52+03:00,
,Казахстан,N 2553142,,8394 9053 9211 6575,,,,Дерматовенеролог,,"Общий анализ крови, Мазок на инфекции, ПЦР на ИППП",2024-02-12T09:16:06+03:00,
,Россия,3062 469989,735-632-969 63,,ВТБ,Visa,"Боль в животе, Диарея",Гастроэнтеролог,,УЗИ органов брюшной полости,2024-08-14T14:35:39+03:00,6418.0
Морозова Полина Игнатьевна,Россия,,,7583 2049 7125 1916,ВТБ,Visa,"Дисфония, Нарушение речи, Нарушение произношения звуков",Логопед,2024-04-04T21:42:01+03:00,"Психологическое тестирование, Аудиометрия, Нейропсихологическая диагностика",2024-04-07T11:00:47+03:00,6227.0
Морозова Полина Игнатьевна,Россия,,735-632-969 63,7583 2049 7125 1916,ВТБ,Visa,Визуализация внутренних органов,Радиолог,2025-03-10T18:45:52+03:00,МРТ,,5104.0
,Казахстан,N 8386960,138-253-121 13,7162 5452 8350 9168,Сбербанк,,"Заложенность носа, Чихание, Одышка",Аллерголог,,"Иммуноглобулин Е, Аллергопробы, Общий анализ крови",2024-06-20T12:17:07+03:00,9964.0
Соколова Ангелина Максимовна,,N 9114969,453-471-137 52,,Альфа-Банк,MasterCard,"Онемение кожи, Зуд",Дерматолог,2023-12-28T17:25:56+03:00,,2023-12-30T10:46:01+03:00,
Соколова Ангелина Максимовна,Казахстан,,453-471-137 52,1247 8792 8333 7574,Альфа-Банк,,Распространение инфекции,Эпидемиолог,2024-12-02T20:25:26+03:00,,2024-12-05T12:09:37+03:00,
Соколова Ангелина Максимовна,Казахстан,N 9114969,453-471-137 52,,Альфа-Банк,MasterCard,,,2023-09-26T12:09:25+03:00,"Анализ на пищевую непереносимость, Глюкоза крови",2023-09-27T13:15:51+03:00,11908.0
Соколова Ангелина Максимовна,Казахстан,N 9114969,453-471-137 52,,Альфа-Банк,MasterCard,,Косметолог,,Соскоб кожи,2024-04-15T11:41:33+03:00,7780.0
,,N 9114969,453-471-137 52,1247 8792 8333 7574,Альфа-Банк,,,,,Общий анализ крови,2024-08-20T18:01:03+03:00,10875.0
Горбунов Альберт Игоревич,Казахстан,,732-718-567 84,3927 7717 9834 5334,Альфа-Банк,,"Рвота, Боль в животе, Температура, Кашель",Педиатр,2023-11-17T12:09:42+03:00,Копрограмма,2023-11-20T16:08:54+03:00,8341.0
Горбунов Альберт Игоревич,Казахстан,,732-718-567 84,3927 7717 9834 5334,Альфа-Банк,,Лихорадка,Трансплантолог,2024-09-14T15:13:39+03:00,"Общий анализ крови, Биохимический анализ крови",2024-09-17T09:29:43+03:00,11910.0
,Казахстан,N 6588541,,3927 7717 9834 5334,Альфа-Банк,Visa,"Лихорадка, Потливость, Боль в костях, Потеря веса",,,Анализ на онкомаркеры,,
,,N 8276403,379-522-679 88,4820 2632 9960 7488,Сбербанк,Visa,,Гастроэнтеролог,2024-07-06T20:46:57+03:00,,2024-07-07T20:20:23+03:00,7053.0
,Казахстан,N 8276403,379-522-679 88,,,Visa,Слабость,Гематолог,2024-10-06T10:10:02+03:00,,2024-10-07T10:08:52+03:00,2229.0
Гуляева Софья Витальевна,,,379-522-679 88,4820 2632 9960 7488,Сбербанк,,,Психиатр,2025-03-12T15:38:47+03:00,,2025-03-15T13:17:04+03:00,2229.0
Цветков Макар Антонович,,,467-342-898 27,3218 9735 4053 4826,Сбербанк,Visa,"Слабость, Боль в суставах",Гериатр,2023-11-23T15:26:29+03:00,"Биохимический анализ крови, УЗИ органов",,11104.0
Цветков Макар Антонович,Беларусь,CH 4464098,,3218 9735 4053 4826,Сбербанк,Visa,,Флеболог,2024-09-15T10:37:12+03:00,,2024-09-17T08:02:51+03:00,5031.0
Попов Ефим Петрович,Беларусь,DX 9727795,887-820-329 33,,Альфа-Банк,MasterCard,"Выделения из сосков, Боль в груди",Маммолог,,,2024-06-01T16:30:10+03:00,10384.0
Попов Ефим Петрович,,DX 9727795,887-820-329 33,8810 4752 5009 2825,Альфа-Банк,MasterCard,,Венеролог,2023-06-18T16:25:30+03:00,,2023-06-21T14:15:22+03:00,3133.0
Попов Ефим Петрович,Беларусь,DX 9727795,887-820-329 33,8810 4752 5009 2825,Альфа-Банк,,Нарушение сна,Психиатр,2023-05-20T19:53:25+03:00,,2023-05-22T20:28:19+03:00,9210.0
Романова Зоя Романовна,Россия,,,,Сбербанк,,"Сыпь, Акне",,2024-10-22T13:09:00+03:00,Биохимический анализ крови,2024-10-24T16:00:57+03:00,6654.0
,,,,2570 4087 4214 4462,Сбербанк,Visa,"Боль в груди, Опухоли, Выделения из сосков",,2024-06-29T16:51:09+03:00,Маммография,2024-07-02T16:26:28+03:00,
,Казахстан,N 2902040,437-354-456 83,6174 2613 5781 6186,,MasterCard,"Визуализация внутренних органов, Диагностика травм, Выявление опухолей",Радиолог,2023-11-10T08:39:29+03:00,Рентген,,
Мельникова Инга Станиславовна,,N 2902040,437-354-456 83,6174 2613 5781 6186,Сбербанк,,Одышка,Пульмонолог,2023-12-16T18:01:26+03:00,,2023-12-18T19:44:19+03:00,4398.0
Мельникова Инга Станиславовна,Казахстан,N 2902040,,,Сбербанк,MasterCard,"Абстинентный синдром, Тремор, Тошнота",,,Психологические тесты,2023-09-07T20:42:53+03:00,11685.0
Мельникова Инга Станиславовна,Казахстан,,437-354-456 83,,,,"Онемение конечностей, Острая боль в спине",,,"Рентген, Общий анализ крови, МРТ суставов",2023-08-27T13:26:39+03:00,3424.0
,Казахстан,N 2493129,950-352-521 11,4074 9621 6806 7836,,MasterCard,"Запор, Кровотечение",,2023-06-24T16:51:51+03:00,"Мазок на инфекции, Колоноскопия",2023-06-27T08:22:09+03:00,
Быков Николай Кириллович,Казахстан,,,,Тинькофф,MasterCard,,Логопед,,"Аудиометрия, Психологическое тестирование",,
,,OU 3631196,137-769-474 32,,,,"Гнойные выделения, Ушная боль",,2023-12-18T11:03:11+03:00,"Аудиометрия, Мазок из зева",2023-12-19T19:07:16+03:00,
Фомина Агата Дмитриевна,Беларусь,OU 3631196,137-769-474 32,9986 8954 2554 3552,,Мир,"Сухость глаз, Затуманенное зрение, Покраснение глаз",,2023-08-18T20:16:18+03:00,"Оптическая когерентная томография, Тонометрия глаза",,
Фомина Агата Дмитриевна,Беларусь,,,,Тинькофф,,"Острая боль в пояснице, Боль в животе, Гнойные выделения",Хирург,,"Общий анализ крови, Коагулограмма",2025-04-06T15:48:54+03:00,11348.0
,Беларусь,,137-769-474 32,9986 8954 2554 3552,Тинькофф,Мир,Покраснение глаз,,2024-07-29T08:19:51+03:00,Оптическая когерентная томография,,
Кошелев Макар Артурович,,N 1122202,775-913-178 99,8335 5199 6592 5051,Сбербанк,Visa,,Проктолог,2024-08-01T14:09:24+03:00,"Мазок на инфекции, Общий анализ крови",2024-08-03T21:29:17+03:00,10472.0
Кошелев Макар Артурович,Казахстан,N 1122202,775-913-178 99,8335 5199 6592 5051,,,"Выявление опухолей, Визуализация внутренних органов, Диагностика травм",Радиолог,,,2025-02-13T08:52:14+03:00,
Ершов Дамир Леонидович,,N 7569417,,9672 7658 6577 5406,,MasterCard,Боль в области трансплантата,Трансплантолог,,,,11034.0
Ершов Дамир Леонидович,Казахстан,N 7569417,776-399-570 23,,Тинькофф,MasterCard,,Психотерапевт,,,2023-07-08T14:23:39+03:00,10106.0
Ершов Дамир Леонидович,Казахстан,,,,,,Кашель,Пульмонолог,2024-05-02T13:11:09+03:00,"Рентген грудной клетки, Спирометрия",2024-05-04T11:50:45+03:00,
,Казахстан,,776-399-570 23,9672 7658 6577 5406,,MasterCard,"Лихорадка, Частые инфекции, Утомляемость",Иммунолог,2024-09-18T21:49:07+03:00,Иммунограмма,,
,,N 7569417,776-399-570 23,9672 7658 6577 5406,Тинькофф,MasterCard,,Радиолог,,"КТ, УЗИ, Рентген",2025-02-16T10:19:32+03:00,2585.0
,,AN 7360841,,7968 5679 5712 9879,Альфа-Банк,Visa,,Флеболог,,"Допплерография вен, Ангиография, Коагулограмма",2025-01-12T11:43:27+03:00,9765.0
Маркова Алла Альбертовна,Беларусь,,169-474-721 39,7968 5679 5712 9879,,Visa,,Гериатр,,,,4619.0
,,AN 7360841,169-474-721 39,7968 5679 5712 9879,Альфа-Банк,Visa,"Боль в ногах, Варикоз, Отеки",Флеболог,2024-07-31T21:12:26+03:00,"Коагулограмма, Общий анализ крови",2024-08-03T12:14:04+03:00,
Лазарев Владимир Даниилович,Казахстан,N 9568425,,8537 1559 8069 2036,,,,,2024-03-21T14:20:23+03:00,Общий анализ мочи,2024-03-22T08:19:59+03:00,5035.0
,Беларусь,,560-173-907 36,9319 1449 6992 2339,,Visa,"Потливость, Покраснение кожи, Озноб",,2024-12-07T14:35:39+03:00,"Биохимический анализ крови, Анализ на антитела",2024-12-09T16:25:49+03:00,
Абрамова Капитолина Матвеевна,Беларусь,ZH 8347803,560-173-907 36,,Сбербанк,,"Отек, Переломы, Боль в суставах",Травматолог,,"Общий анализ крови, УЗИ мягких тканей",2025-03-14T13:38:17+03:00,2014.0
Сафонова Ульяна Архиповна,,N 0452297,,,,Visa,"Одышка, Учащенное сердцебиение, Отеки, Боль в груди",Кардиолог,2024-09-21T15:01:28+03:00,"Биохимический анализ крови, Эхокардиография, ЭКГ",2024-09-23T19:00:10+03:00,4127.0
,Беларусь,MT 6758000,879-312-888 42,,,,"Шум в ушах, Потеря слуха, Заложенность ушей",Сурдолог,2024-11-04T18:51:45+03:00,Рентген височной кости,,8604.0
Ефимов Федор Георгиевич,,N 7736695,,7922 6409 6034 4096,ВТБ,Visa,"Потеря веса, Непереносимость продуктов",Диетолог,2025-02-27T20:40:08+03:00,,2025-03-01T12:29:14+03:00,
,Казахстан,,156-496-588 11,,ВТБ,Visa,"Желтуха, Боль в правом подреберье",,2024-06-19T11:42:29+03:00,,2024-06-21T15:05:28+03:00,
Ефимов Федор Георгиевич,Казахстан,N 7736695,,7922 6409 6034 4096,,,Потливость,Гематолог,,"Анализ на тромбоциты, Ферритин, Коагулограмма",2024-07-23T17:44:04+03:00,3525.0
,Казахстан,N 7736695,156-496-588 11,7922 6409 6034 4096,ВТБ,Visa,Зубная боль,,2024-03-20T16:57:06+03:00,Аллергопробы,,8851.0
,Россия,5660 145334,357-977-701 64,3177 6178 3340 8170,,Visa,"Диарея, Тошнота, Изжога, Боль в животе",,2023-05-31T10:17:57+03:00,"УЗИ органов брюшной полости, Анализ на хеликобактер пилори",2023-06-02T08:21:18+03:00,7594.0
Зубков Иван Захарович,Россия,5660 145334,357-977-701 64,,Сбербанк,Visa,Сыпь,,,"Аллергопробы, Общий анализ крови, Кожные тесты на аллергены",,4787.0
Зубков Иван Захарович,Россия,5660 145334,357-977-701 64,3177 6178 3340 8170,Сбербанк,Visa,"Заложенность носа, Боль в горле, Ушная боль",Отоларинголог,2024-02-13T21:03:06+03:00,"Общий анализ крови, Аудиометрия",2024-02-15T15:08:08+03:00,4592.0
,Россия,5660 145334,357-977-701 64,,,Visa,"Боль в пояснице, Частое мочеиспускание",Уролог,2025-02-18T09:42:48+03:00,"Общий анализ мочи, Анализ мочи по Нечипоренко, ПЦР на инфекции",2025-02-20T14:25:49+03:00,
,Казахстан,N 6341834,374-157-959 22,,,Мир,"Кашель, Слабость, Потливость, Температура",Терапевт,,,2024-03-21T08:20:17+03:00,
Савельева Надежда Юльевна,,,374-157-959 22,,Сбербанк,Мир,,,2024-08-04T15:12:20+03:00,Гормональные исследования,2024-08-06T19:46:14+03:00,2015.0
Савельева Надежда Юльевна,,,374-157-959 22,,Сбербанк,,,Гастроэнтеролог,,"Анализ на хеликобактер пилори, Копрограмма",2025-01-28T18:32:07+03:00,7423.0
,Беларусь,,409-260-640 24,3590 4698 6061 1358,Сбербанк,,,Мануальный терапевт,2024-01-12T17:46:44+03:00,"Рентген, Электромиография, МРТ позвоночника",2024-01-14T19:03:56+03:00,10143.0
Павлова Есения Антоновна,Беларусь,,,3590 4698 6061 1358,Сбербанк,,,Трансплантолог,2024-03-04T16:51:56+03:00,"Общий анализ крови, Коагулограмма, Биохимический анализ крови",2024-03-05T11:20:48+03:00,8357.0
Павлова Есения Антоновна,Беларусь,WQ 5147527,409-260-640 24,3590 4698 6061 1358,,Мир,,Паразитолог,,"Анализ на яйца глист, Общий анализ крови",2023-10-19T20:08:33+03:00,
Павлова Есения Антоновна,,WQ 5147527,409-260-640 24,,,Мир,"Лихорадка, Сыпь",Паразитолог,2023-12-23T11:24:33+03:00,Копрограмма,,4532.0
