ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Моисеев Ян Миронович,Россия,5691 885373,704-395-684 40,9780 1011 3285 1122,Сбербанк,Visa,Реабилитация после травм,Физиотерапевт,2024-10-02T18:26:16+03:00,"МРТ, УЗИ суставов, Рентген",2024-10-04T15:46:27+03:00,4565.0
Моисеев Ян Миронович,Россия,5691 885373,704-395-684 40,9780 1011 3285 1122,,Visa,Онемение конечностей,,,,,3901.0
Моисеев Ян Миронович,Россия,5691 885373,,9780 1011 3285 1122,,,"требующая обезболивания, Проблемы с дыханием",Анестезиолог,2023-05-20T10:23:13+03:00,Общий анализ крови,2023-05-22T21:03:35+03:00,
Шестакова Раиса Даниловна,Россия,4893 780756,,1848 8607 8176 6153,,,Боль в горле,Отоларинголог,2024-03-26T20:09:54+03:00,"Аудиометрия, Рентген придаточных пазух, Мазок из зева",,5536.0
Шестакова Раиса Даниловна,Россия,4893 780756,,1848 8607 8176 6153,Сбербанк,,Лихорадка,Трансплантолог,2024-12-15T19:41:27+03:00,,2024-12-17T16:47:11+03:00,5615.0
Грачев Михаил Маркович,Беларусь,JH 9152926,655-439-150 22,,Сбербанк,,"Покраснение глаз, Затуманенное зрение",,2025-01-10T14:09:19+03:00,Тонометрия глаза,2025-01-13T08:38:16+03:00,5335.0
Грачев Михаил Маркович,Беларусь,,655-439-150 22,2857 2469 9044 5703,,MasterCard,,Сексопатолог,2023-08-19T13:25:54+03:00,"Анализ на тестостерон, Гормональные исследования",,
Грачев Михаил Маркович,Беларусь,JH 9152926,655-439-150 22,2857 2469 9044 5703,Сбербанк,MasterCard,"Распространение инфекции, Лихорадка",Эпидемиолог,2023-10-25T10:13:41+03:00,"Анализ на антитела, Биохимический анализ крови",2023-10-27T12:59:32+03:00,
Грачев Михаил Маркович,Беларусь,JH 9152926,655-439-150 22,,,MasterCard,,Онколог,2024-01-21T14:15:59+03:00,"МРТ или КТ, Анализ на онкомаркеры",2024-01-24T21:56:23+03:00,
Грачев Михаил Маркович,,JH 9152926,655-439-150 22,2857 2469 9044 5703,Сбербанк,,Желтуха,Гепатолог,,УЗИ печени,2024-10-23T10:07:15+03:00,4577.0
Иванова Фаина Валентиновна,Казахстан,N 7486741,356-300-194 80,,Альфа-Банк,,Тошнота,Гастроэнтеролог,2024-04-16T13:17:49+03:00,"Эзофагогастродуоденоскопия, Анализ на хеликобактер пилори, Копрограмма",2024-04-18T17:07:33+03:00,
Иванова Фаина Валентиновна,Казахстан,,356-300-194 80,2416 2965 5075 8840,Альфа-Банк,Visa,Частое мочеиспускание,Эндокринолог,2023-06-23T09:46:09+03:00,"Тест на толерантность к глюкозе, Инсулин",2023-06-25T17:20:46+03:00,
Иванова Фаина Валентиновна,Казахстан,N 7486741,,2416 2965 5075 8840,Альфа-Банк,Visa,,Нарколог,2024-01-12T09:19:56+03:00,"Общий анализ крови, Анализ на наркотики, Токсикологическое исследование",,5828.0
Зубков Аким Гордеевич,,4448 856652,192-569-318 12,8511 6070 3144 6337,,,"Потеря веса, Непереносимость продуктов, Ожирение",Диетолог,2024-04-29T12:16:03+03:00,"Биохимический анализ крови, Анализ на пищевую непереносимость",2024-05-01T20:22:11+03:00,5515.0
Зубков Аким Гордеевич,Россия,,192-569-318 12,8511 6070 3144 6337,Сбербанк,Visa,"Температура, Желтуха у новорожденных, Отказ от еды",Неонатолог,2024-08-03T13:40:55+03:00,Анализ на билирубин,,7436.0
Ушаков Кирилл Святославович,Россия,5018 468432,528-894-117 69,,Альфа-Банк,Visa,"Тревожность, Депрессия, Нарушение сна",Психиатр,2024-04-04T12:13:21+03:00,"Гормональные исследования, Общий анализ крови, Токсикологическое исследование",,7449.0
Ушаков Кирилл Святославович,Россия,,528-894-117 69,7885 7249 1143 5726,,Visa,"Онемение кожи, Сыпь, Зуд, Покраснение кожи",Дерматолог,2024-08-18T08:29:34+03:00,Аллергопробы,2024-08-20T12:27:21+03:00,
Мельников Николай Миронович,Казахстан,N 2391782,,3997 9475 5035 8540,,,"Выделения, Боль внизу живота, Нарушение цикла",Акушер-гинеколог,2025-03-22T20:19:45+03:00,,2025-03-25T09:00:35+03:00,11109.0
Мельников Николай Миронович,Казахстан,,438-882-600 12,3997 9475 5035 8540,Сбербанк,Мир,"Распространение инфекции, Лихорадка",Эпидемиолог,2025-01-08T11:01:15+03:00,"Анализ на антитела, ПЦР на инфекции, Биохимический анализ крови",2025-01-10T09:16:52+03:00,
Сафронова Алла Романовна,Казахстан,,873-756-613 12,6916 3863 3838 3065,Сбербанк,Visa,"Потливость, Потеря веса",,2025-01-07T19:14:49+03:00,ТТГ (тиреотропный гормон),2025-01-08T16:29:52+03:00,9190.0
Сафронова Алла Романовна,Казахстан,,873-756-613 12,6916 3863 3838 3065,,,Отек,Травматолог,2024-05-09T14:39:42+03:00,МРТ или КТ,,7785.0
Сафронова Алла Романовна,Казахстан,N 6275876,873-756-613 12,6916 3863 3838 3065,Сбербанк,Visa,Кашель,Фтизиатр,2025-04-26T18:13:38+03:00,,2025-04-29T10:55:27+03:00,3911.0
Сафронова Алла Романовна,Казахстан,N 6275876,873-756-613 12,6916 3863 3838 3065,Сбербанк,,Отек десен,Стоматолог,,"Аллергопробы, Панорамный снимок зубов",2023-09-12T20:09:02+03:00,6217.0
Ларина Рада Арсеньевна,Казахстан,,,,,Мир,"Сыпь, Выделения, Зуд, Покраснение кожи",Дерматовенеролог,2023-11-20T14:23:40+03:00,,2023-11-23T14:58:53+03:00,
Ларина Рада Арсеньевна,Казахстан,N 1184743,971-674-964 45,4378 1662 5215 8870,Альфа-Банк,Мир,,Сексопатолог,2024-11-09T19:11:53+03:00,"Анализ на тестостерон, Психологические тесты",,4708.0
Ларина Рада Арсеньевна,Казахстан,N 1184743,971-674-964 45,4378 1662 5215 8870,Альфа-Банк,Мир,Темная моча,Гепатолог,2024-10-23T08:28:48+03:00,"Анализ на гепатиты, Биохимический анализ крови, УЗИ печени",2024-10-25T11:32:14+03:00,11223.0
Мартынов Аким Ильич,Россия,6499 108085,584-895-911 42,2097 1365 1328 1535,,,"Онемение кожи, Сыпь, Зуд",Дерматолог,,"Соскоб кожи, Общий анализ крови",,7554.0
Яковлева Лариса Ярославовна,Россия,9508 547021,548-954-380 65,1799 3636 7451 6881,Сбербанк,,"Боль в груди, Выделения из сосков, Опухоли",,2023-05-26T18:35:23+03:00,"Биопсия, Маммография",2023-05-28T18:18:11+03:00,4085.0
Яковлева Лариса Ярославовна,Россия,9508 547021,548-954-380 65,1799 3636 7451 6881,Сбербанк,MasterCard,"Затуманенное зрение, Покраснение глаз",,,Оптическая когерентная томография,2025-02-12T15:21:02+03:00,
,,,548-954-380 65,1799 3636 7451 6881,Сбербанк,MasterCard,Боль внизу живота,Акушер-гинеколог,,Цитологическое исследование,,4723.0
Гордеева Инна Никитична,,,133-355-618 18,1821 7554 9562 1183,Сбербанк,Мир,"Сыпь, Боль в животе, Потеря аппетита",Паразитолог,2025-04-29T11:18:53+03:00,,2025-05-01T18:13:34+03:00,5351.0
Князева Татьяна Артемовна,,3841 237128,324-137-550 32,5542 9614 4190 1392,Тинькофф,,Частое мочеиспускание,,2023-12-06T18:27:10+03:00,"Общий анализ мочи, Биохимический анализ крови, УЗИ почек",2023-12-07T09:08:04+03:00,8932.0
Князева Татьяна Артемовна,,,324-137-550 32,,Тинькофф,Visa,,Кардиолог,,"ЭКГ, Эхокардиография",2024-03-18T12:47:54+03:00,
,,,324-137-550 32,5542 9614 4190 1392,Тинькофф,,"Онемение, Боль в пояснице",,2023-05-08T15:58:15+03:00,"Электромиография, Общий анализ крови",2023-05-10T14:51:41+03:00,4881.0
,Россия,3841 237128,324-137-550 32,5542 9614 4190 1392,Тинькофф,Visa,"Темная моча, Боль в правом подреберье, Желтуха",Гепатолог,,Биохимический анализ крови,2024-08-05T20:37:51+03:00,
Князева Татьяна Артемовна,Россия,3841 237128,,5542 9614 4190 1392,Тинькофф,Visa,"Онемение, Боль в пояснице",Мануальный терапевт,2024-05-18T10:49:45+03:00,,,9977.0
Климентова Олеся Денисовна,,1634 538756,953-820-631 42,8392 9288 6753 5069,Тинькофф,MasterCard,,Уролог,2023-08-13T21:38:55+03:00,"Общий анализ мочи, УЗИ почек, ПЦР на инфекции",2023-08-15T16:11:21+03:00,
Климентова Олеся Денисовна,Россия,1634 538756,953-820-631 42,,Тинькофф,MasterCard,"Боль в суставах, Переломы, Отек",Травматолог,2023-11-18T20:29:21+03:00,"УЗИ мягких тканей, МРТ или КТ, Рентген",2023-11-20T10:48:08+03:00,4087.0
Климентова Олеся Денисовна,Россия,1634 538756,953-820-631 42,8392 9288 6753 5069,Тинькофф,MasterCard,"Потеря веса, Лихорадка, Потливость, Боль в костях",Онколог,2023-09-08T13:20:54+03:00,"Биопсия опухоли, Анализ на онкомаркеры, МРТ или КТ",2023-09-10T21:34:44+03:00,8614.0
,Россия,1634 538756,953-820-631 42,8392 9288 6753 5069,Тинькофф,MasterCard,"Потеря аппетита, Лихорадка",,2024-01-22T17:00:59+03:00,"Анализ на яйца глист, Общий анализ крови",2024-01-25T14:51:00+03:00,9218.0
,Беларусь,AI 6524102,,5000 8918 6671 3278,Сбербанк,,,Ортопед,2024-06-30T15:15:08+03:00,Анализ на ревматоидный фактор,2024-07-03T16:17:49+03:00,10533.0
Князев Альберт Ростиславович,,N 7820321,571-523-405 41,9360 4376 7485 1971,Сбербанк,Visa,"Боль при мочеиспускании, Частое мочеиспускание, Боль в пояснице",,2023-05-26T13:31:29+03:00,"Анализ мочи по Нечипоренко, ПЦР на инфекции",2023-05-28T11:33:19+03:00,10353.0
Майорова Наталья Елисеевна,Россия,2980 985050,523-829-381 99,6219 3655 3193 3758,Альфа-Банк,MasterCard,Запор,Проктолог,,"Мазок на инфекции, Общий анализ крови, Аноскопия",2024-05-13T15:57:53+03:00,7100.0
,Россия,,523-829-381 99,6219 3655 3193 3758,Альфа-Банк,MasterCard,"Лихорадка, Распространение инфекции, Частые заболевания",Эпидемиолог,2024-08-02T18:57:33+03:00,,,4883.0
Майорова Наталья Елисеевна,Россия,2980 985050,523-829-381 99,6219 3655 3193 3758,Альфа-Банк,MasterCard,Чихание,,,,,11889.0
Майорова Наталья Елисеевна,Россия,,523-829-381 99,6219 3655 3193 3758,,MasterCard,"Гнойные выделения, Боль в горле",Отоларинголог,2024-12-02T12:06:50+03:00,,2024-12-05T08:41:47+03:00,
Власов Елисей Святославович,Беларусь,FY 5876303,805-563-205 83,1783 7267 7231 3226,Сбербанк,MasterCard,"Потеря слуха, Шум в ушах",Сурдолог,2024-07-13T08:27:23+03:00,Тимпанометрия,2024-07-15T15:00:25+03:00,
Власов Елисей Святославович,Беларусь,FY 5876303,805-563-205 83,,,,Сыпь,Косметолог,2024-12-29T17:03:03+03:00,"Биохимический анализ крови, Аллергопробы, Соскоб кожи",,7595.0
Власов Елисей Святославович,Беларусь,FY 5876303,,,,MasterCard,"Онемение, Нарушение осанки, Боль в пояснице",Мануальный терапевт,,,2023-12-26T14:36:33+03:00,7644.0
Анисимова Лея Вадимовна,Беларусь,XN 1103256,689-321-908 51,4528 2852 7009 1066,Сбербанк,MasterCard,Желтуха у новорожденных,Неонатолог,2025-04-25T08:24:48+03:00,Анализ на билирубин,2025-04-27T13:07:22+03:00,8636.0
Анисимова Лея Вадимовна,Беларусь,XN 1103256,689-321-908 51,,,,"Лихорадка, Отторжение органа",Трансплантолог,2024-06-07T18:58:28+03:00,,2024-06-09T11:02:32+03:00,3436.0
Анисимова Лея Вадимовна,Беларусь,XN 1103256,,,Сбербанк,MasterCard,"Эректильная дисфункция, Потеря оргазма",Сексопатолог,,Анализ на тестостерон,2024-11-29T20:43:21+03:00,
Рябова Валерия Моисеевна,Беларусь,DB 3624795,,5748 8123 5467 9381,Сбербанк,Мир,Боль в суставах,Травматолог,,"МРТ или КТ, Рентген, Общий анализ крови",,10983.0
,Беларусь,DB 3624795,377-234-624 51,,,Мир,"Тревожность, Панические атаки, Депрессия, Нарушение сна",,,Гормональные исследования,2024-04-16T18:37:38+03:00,4733.0
Воробьева Елена Даниловна,Казахстан,N 9101977,894-123-270 36,4882 7538 8864 5035,Альфа-Банк,Visa,"Боль в суставах, Травмы костей, Онемение",Хирург-ортопед,,"МРТ суставов, Общий анализ крови, Анализ на ревматоидный фактор",2024-01-10T19:45:17+03:00,
Воробьева Елена Даниловна,Казахстан,N 9101977,894-123-270 36,4882 7538 8864 5035,,Visa,,,2025-02-27T18:00:27+03:00,"МРТ суставов, Рентген, Общий анализ крови",2025-03-01T11:08:14+03:00,3291.0
Воробьева Елена Даниловна,Казахстан,N 9101977,894-123-270 36,4882 7538 8864 5035,Альфа-Банк,,Заложенность носа,Отоларинголог,,"Общий анализ крови, Мазок из зева, Аудиометрия",2024-02-28T18:45:25+03:00,2958.0
,Казахстан,N 9101977,894-123-270 36,4882 7538 8864 5035,,Visa,,Хирург-ортопед,2024-07-01T08:37:21+03:00,"Анализ на ревматоидный фактор, МРТ суставов",2024-07-03T18:36:06+03:00,5032.0
Калинина Валентина Глебовна,Казахстан,N 3374565,939-842-522 84,1535 6336 2582 8094,,Visa,,Флеболог,2024-09-13T10:58:11+03:00,"Коагулограмма, Ангиография, Общий анализ крови",2024-09-16T15:18:53+03:00,9885.0
,Казахстан,N 3374565,939-842-522 84,1535 6336 2582 8094,Альфа-Банк,Visa,"Слабость, Лихорадка, Бледность кожи, Потливость",Гематолог,2024-09-10T15:05:32+03:00,Общий анализ крови,2024-09-12T21:55:28+03:00,6122.0
Попов Абрам Кириллович,Россия,,,1787 8245 6412 6618,Тинькофф,Мир,"Сыпь, Заложенность носа",Аллерголог,2023-11-17T12:42:47+03:00,,,10610.0
Попов Абрам Кириллович,Россия,9223 716707,511-972-558 40,1787 8245 6412 6618,Тинькофф,Мир,требующая обезболивания,Анестезиолог,2024-10-03T20:54:26+03:00,,2024-10-06T16:42:12+03:00,11978.0
Попов Абрам Кириллович,Россия,,511-972-558 40,1787 8245 6412 6618,Тинькофф,Мир,"Нарушение сна, Головокружение, Онемение",Невролог,2024-03-22T16:57:06+03:00,"МРТ головного мозга, Доплерография сосудов шеи",2024-03-25T18:18:00+03:00,11744.0
Попов Абрам Кириллович,Россия,9223 716707,511-972-558 40,1787 8245 6412 6618,,Мир,"Боль в суставах, Слабость",Гериатр,2024-05-13T18:15:19+03:00,Общий анализ крови,2024-05-14T13:38:34+03:00,
Попов Абрам Кириллович,,9223 716707,,1787 8245 6412 6618,,,Нарушение речи,,2023-07-16T11:44:57+03:00,Психологическое тестирование,2023-07-18T18:38:05+03:00,5771.0
Моисеева Алина Святославовна,Беларусь,IJ 0949595,457-766-278 36,6370 6472 4283 7924,Сбербанк,MasterCard,"Отказ от еды, Температура, Желтуха у новорожденных",,2024-12-19T10:45:01+03:00,"УЗИ органов, Анализ на билирубин, Общий анализ крови",2024-12-20T16:28:33+03:00,6621.0
Моисеева Алина Святославовна,Беларусь,IJ 0949595,457-766-278 36,6370 6472 4283 7924,Сбербанк,MasterCard,"Распространение инфекции, Лихорадка, Частые заболевания",,2025-04-21T08:02:05+03:00,"Общий анализ крови, Анализ на антитела",2025-04-22T11:55:15+03:00,
,Беларусь,IJ 0949595,457-766-278 36,6370 6472 4283 7924,Сбербанк,MasterCard,,Эпидемиолог,2025-03-27T10:46:52+03:00,"Биохимический анализ крови, Общий анализ крови",,10205.0
Моисеева Алина Святославовна,Беларусь,IJ 0949595,457-766-278 36,,,MasterCard,Акне,Косметолог,2025-01-26T11:37:39+03:00,"Биохимический анализ крови, Аллергопробы",2025-01-28T09:35:28+03:00,10097.0
,Казахстан,N 7607291,192-378-763 18,7447 6665 4814 4662,Сбербанк,,Эректильная дисфункция,Сексопатолог,2024-05-22T09:29:04+03:00,"Анализ на тестостерон, Психологические тесты",2024-05-23T14:40:54+03:00,5987.0
Егорова Глафира Валентиновна,Казахстан,N 7607291,192-378-763 18,7447 6665 4814 4662,Сбербанк,Visa,,Гастроэнтеролог,2023-08-06T21:43:30+03:00,"Копрограмма, УЗИ органов брюшной полости, Анализ на хеликобактер пилори",2023-08-09T10:45:32+03:00,4886.0
Гордеева Оксана Андреевна,Беларусь,,,3843 7333 1545 2377,Сбербанк,Visa,"Головокружение, Головная боль, Онемение, Нарушение сна",Невролог,,"ЭЭГ, МРТ головного мозга",2023-11-15T19:30:54+03:00,
Гордеева Оксана Андреевна,Беларусь,,484-714-753 82,,Сбербанк,Visa,"Частое мочеиспускание, Боль в пояснице, Боль при мочеиспускании",Уролог,2023-05-15T10:41:32+03:00,ПЦР на инфекции,2023-05-17T19:18:15+03:00,
,,XE 2573106,484-714-753 82,3843 7333 1545 2377,,Visa,,Хирург-ортопед,,"Общий анализ крови, МРТ суставов, Рентген",2025-01-08T15:26:57+03:00,5903.0
,Беларусь,XE 2573106,484-714-753 82,3843 7333 1545 2377,Сбербанк,Visa,Кашель,Педиатр,2023-08-20T11:02:38+03:00,"Копрограмма, Иммуноферментный анализ (ИФА), Общий анализ крови",2023-08-22T11:35:45+03:00,7303.0
Карпов Григорий Иванович,Беларусь,UU 0013631,418-961-330 93,1450 9926 2366 8692,Сбербанк,MasterCard,"Боль в горле, Ушная боль, Гнойные выделения, Заложенность носа",Отоларинголог,2025-04-20T15:14:56+03:00,"Аудиометрия, Общий анализ крови",2025-04-23T21:59:17+03:00,10385.0
Карпов Григорий Иванович,Беларусь,UU 0013631,418-961-330 93,1450 9926 2366 8692,,MasterCard,,,,"Общий анализ мочи, Общий анализ крови, ЭКГ",2024-03-27T18:02:20+03:00,10590.0
Карпов Григорий Иванович,Беларусь,UU 0013631,418-961-330 93,,Сбербанк,MasterCard,"Потливость, Бледность кожи",Гематолог,2024-06-04T08:03:17+03:00,"Ферритин, Анализ на тромбоциты, Общий анализ крови",2024-06-06T19:36:53+03:00,9696.0
Васильев Данила Петрович,Беларусь,YM 7087703,176-516-711 17,7427 7872 3488 8297,,Visa,"Лихорадка, Частые инфекции, Озноб, Утомляемость",Иммунолог,2024-02-29T12:57:10+03:00,Анализ на иммуноглобулины,2024-03-02T21:16:59+03:00,9167.0
Васильев Данила Петрович,Беларусь,,176-516-711 17,7427 7872 3488 8297,,Visa,,Инфекционист,2023-12-02T12:13:50+03:00,Общий анализ крови,2023-12-03T08:03:48+03:00,7941.0
Васильев Данила Петрович,Беларусь,YM 7087703,176-516-711 17,7427 7872 3488 8297,ВТБ,Visa,"Потеря аппетита, Лихорадка",Паразитолог,2024-11-09T21:46:10+03:00,"Общий анализ крови, Анализ на яйца глист, Копрограмма",2024-11-11T11:38:04+03:00,5000.0
,,,176-516-711 17,7427 7872 3488 8297,ВТБ,,"Изжога, Диарея, Боль в животе",Гастроэнтеролог,,УЗИ органов брюшной полости,2023-06-08T14:01:48+03:00,2409.0
,Беларусь,YM 7087703,,7427 7872 3488 8297,,Visa,"Проблемы с дыханием, Боль",,2025-02-28T10:46:56+03:00,"ЭКГ, Биохимический анализ крови, Общий анализ крови",2025-03-01T16:21:20+03:00,5162.0
Попова Полина Германовна,Беларусь,OT 1891577,335-654-102 23,2443 5162 1902 4724,,Мир,Боль в пояснице,Уролог,2023-05-14T18:44:41+03:00,,2023-05-16T13:12:24+03:00,4348.0
Попова Полина Германовна,Беларусь,,335-654-102 23,2443 5162 1902 4724,Сбербанк,,,Нефролог,,,2025-05-04T19:38:29+03:00,5310.0
,,OT 1891577,335-654-102 23,2443 5162 1902 4724,Сбербанк,Мир,"Боль в ногах, Варикоз, Отеки",Флеболог,2024-01-08T20:04:29+03:00,Общий анализ крови,,4595.0
,Беларусь,BS 0580157,650-270-830 69,2929 1228 5824 8308,Сбербанк,,Затрудненное дыхание,Пульмонолог,,"Спирометрия, КТ легких, Рентген грудной клетки",,6012.0
Плотникова Фаина Валерьевна,Беларусь,BS 0580157,650-270-830 69,2929 1228 5824 8308,Сбербанк,Visa,Зуд,,2024-03-12T19:31:54+03:00,"Аллергопробы, Общий анализ крови, Соскоб кожи",2024-03-15T10:24:58+03:00,7434.0
Плотникова Фаина Валерьевна,Беларусь,BS 0580157,,2929 1228 5824 8308,Сбербанк,Visa,,Эпидемиолог,2023-06-10T09:41:54+03:00,ПЦР на инфекции,2023-06-11T17:57:02+03:00,7474.0
Миронова Лилия Игоревна,Беларусь,,499-602-212 73,,Сбербанк,Visa,Изжога,Гастроэнтеролог,2024-07-17T20:25:37+03:00,,2024-07-20T10:53:06+03:00,9644.0
,,,499-602-212 73,2203 6007 4036 9776,Сбербанк,Visa,"Абстинентный синдром, Тремор, Тошнота",Нарколог,2023-10-25T16:53:42+03:00,Общий анализ крови,2023-10-27T18:55:33+03:00,11526.0
Миронова Лилия Игоревна,Беларусь,CQ 0698666,499-602-212 73,2203 6007 4036 9776,Сбербанк,Visa,"Депрессия, Тревожность",,,"Психологические тесты, Общий анализ крови",2024-06-05T08:41:55+03:00,7873.0
Миронова Лилия Игоревна,Беларусь,CQ 0698666,499-602-212 73,2203 6007 4036 9776,Сбербанк,Visa,Тошнота,Токсиколог,2025-02-04T14:44:05+03:00,,,
,Беларусь,,689-374-729 66,1472 7723 1294 5057,Сбербанк,MasterCard,"Отеки, Боль в ногах, Варикоз",,2023-07-26T17:28:06+03:00,"Допплерография вен, Общий анализ крови",,7009.0
,,WY 4200107,,1472 7723 1294 5057,Сбербанк,MasterCard,"Панические атаки, Депрессия, Нарушение сна, Тревожность",Психотерапевт,,"Гормональные исследования, Психологические тесты",2024-05-16T17:43:36+03:00,6602.0
Федорова Октябрина Руслановна,Казахстан,N 3893968,151-546-174 33,1645 6034 9972 4122,Сбербанк,Visa,"Потеря аппетита, Сыпь, Лихорадка",,2024-09-12T13:41:22+03:00,"Общий анализ крови, Анализ на яйца глист, Копрограмма",,2829.0
Федорова Октябрина Руслановна,Казахстан,N 3893968,151-546-174 33,,Сбербанк,Visa,Гнойные выделения,,,,2024-02-29T15:01:07+03:00,
Федорова Октябрина Руслановна,,,151-546-174 33,1645 6034 9972 4122,,Visa,"Боль в пояснице, Боль при мочеиспускании, Частое мочеиспускание",Уролог,,,2024-10-06T09:54:25+03:00,11803.0
,Казахстан,N 3893968,151-546-174 33,,,Visa,"Боль в животе, Кашель, Температура, Рвота",Педиатр,2023-07-12T18:42:09+03:00,"Общий анализ мочи, Общий анализ крови",2023-07-14T16:27:34+03:00,
Федорова Октябрина Руслановна,,N 3893968,151-546-174 33,,Сбербанк,Visa,,Иммунолог,,"Иммунограмма, Анализ на иммуноглобулины, Общий анализ крови",2023-08-07T14:13:15+03:00,2902.0
Мельникова Алина Леонидовна,Россия,6481 394933,499-202-317 34,1392 8559 3098 1249,Альфа-Банк,Visa,,Сурдолог,2023-09-25T09:59:50+03:00,"МРТ головного мозга, Аудиограмма",2023-09-27T11:18:24+03:00,5636.0
Мельникова Алина Леонидовна,,,499-202-317 34,1392 8559 3098 1249,Альфа-Банк,Visa,"Боль в анальной области, Запор, Кровотечение",Проктолог,,"Общий анализ крови, Мазок на инфекции, Аноскопия",,
,Россия,9152 975177,,8417 3851 3228 9460,Альфа-Банк,Мир,,Травматолог,2023-06-04T11:35:02+03:00,,,
Савин Василий Георгиевич,Россия,9152 975177,584-338-897 32,8417 3851 3228 9460,Альфа-Банк,Мир,,Пульмонолог,2024-05-22T09:34:26+03:00,"Спирометрия, Рентген грудной клетки",2024-05-23T10:39:18+03:00,
Шарова Инна Арсеньевна,Россия,8505 756175,402-545-128 55,9170 2937 8494 7315,ВТБ,,"Гнойные выделения, Отек десен, Зубная боль",Стоматолог,,"Рентген зубов, Биохимический анализ крови",2024-03-07T21:46:59+03:00,9701.0
Шарова Инна Арсеньевна,Россия,8505 756175,402-545-128 55,,ВТБ,Visa,"Эректильная дисфункция, Нарушение полового влечения, Потеря оргазма",Сексопатолог,2023-11-15T09:19:09+03:00,,2023-11-18T15:48:19+03:00,6630.0
Шарова Инна Арсеньевна,Россия,8505 756175,402-545-128 55,9170 2937 8494 7315,,Visa,"Боль в пояснице, Отеки",,,"Анализ мочи по Нечипоренко, УЗИ почек",2024-06-21T16:26:39+03:00,11460.0
Шарова Инна Арсеньевна,Россия,8505 756175,402-545-128 55,9170 2937 8494 7315,ВТБ,Visa,Отторжение органа,Трансплантолог,2025-01-10T15:53:36+03:00,Биохимический анализ крови,2025-01-13T15:18:11+03:00,3168.0
Шарова Инна Арсеньевна,Россия,8505 756175,,,ВТБ,Visa,"Визуализация внутренних органов, Диагностика травм, Выявление опухолей",Радиолог,,МРТ,2023-11-02T17:59:35+03:00,
Колесников Геннадий Маркович,Казахстан,N 9026347,,3961 9515 9223 6719,Сбербанк,Visa,,Гинеколог,2023-07-24T08:50:28+03:00,,2023-07-26T08:30:55+03:00,7693.0
,Казахстан,N 9026347,173-553-561 39,3961 9515 9223 6719,Сбербанк,Visa,"Нарушение произношения звуков, Дисфония",,2025-04-08T09:44:45+03:00,"Нейропсихологическая диагностика, Аудиометрия",2025-04-11T19:43:13+03:00,9027.0
Колесников Геннадий Маркович,Казахстан,N 9026347,173-553-561 39,3961 9515 9223 6719,,Visa,,Невролог,2023-05-03T12:14:50+03:00,"МРТ головного мозга, ЭЭГ",,9702.0
Колесников Геннадий Маркович,Казахстан,N 9026347,,3961 9515 9223 6719,,Visa,,Пульмонолог,,"Рентген грудной клетки, КТ легких, Общий анализ крови",2025-03-25T20:55:49+03:00,2011.0
Грачев Иван Тимурович,,N 0572577,469-513-758 51,6966 6621 3043 6735,,Visa,,Трансплантолог,2024-12-20T18:18:43+03:00,"Коагулограмма, Биохимический анализ крови, Гистосовместимость",2024-12-22T09:15:29+03:00,5064.0
Грачев Иван Тимурович,Казахстан,N 0572577,,6966 6621 3043 6735,Тинькофф,Visa,"Лихорадка, Слабость, Потливость, Бледность кожи",Гематолог,2025-03-05T16:49:08+03:00,"Анализ на тромбоциты, Коагулограмма",,
,Россия,9073 856170,698-748-429 18,1750 3934 6012 6221,ВТБ,,"Одышка, Слабость",Гериатр,2024-09-02T20:56:39+03:00,ЭКГ,2024-09-04T14:55:20+03:00,
,Россия,9073 856170,,,ВТБ,MasterCard,,,2025-03-23T08:38:01+03:00,Общий анализ крови,2025-03-26T08:14:22+03:00,3612.0
Лавров Назар Тарасович,Казахстан,N 0741797,,4628 4303 4470 5471,Сбербанк,Visa,"Утомляемость, Депрессия, Нарушение сна, Тревожность",Психиатр,2024-05-15T13:58:18+03:00,"Гормональные исследования, Общий анализ крови, Токсикологическое исследование",2024-05-16T13:40:08+03:00,
Елисеева Карина Гавриловна,Россия,4777 117744,487-453-788 96,3888 3817 6736 2615,Сбербанк,Visa,Выделения,Гинеколог,2024-11-28T18:30:55+03:00,"Цитологическое исследование, Мазок на флору",,10646.0
Лебедева Вилена Никитична,,4620 788025,781-101-155 12,,,,"Выделения, Боли внизу живота, Нарушение менструального цикла",Гинеколог,2025-03-02T16:30:37+03:00,Цитологическое исследование,,2858.0
Плотников Игнат Платонович,,N 4304540,614-768-193 43,9031 5248 7849 1231,,MasterCard,"Выделения из сосков, Опухоли",Маммолог,2023-05-28T16:21:00+03:00,,2023-05-29T16:42:42+03:00,4256.0
Плотников Игнат Платонович,Казахстан,N 4304540,614-768-193 43,9031 5248 7849 1231,Сбербанк,MasterCard,,Фтизиатр,2024-02-15T15:04:08+03:00,Рентген легких,2024-02-17T10:45:39+03:00,7771.0
,Казахстан,N 4304540,614-768-193 43,9031 5248 7849 1231,Сбербанк,,"Отек, Переломы, Боль в суставах",Травматолог,2024-03-28T18:11:41+03:00,,2024-03-30T10:55:05+03:00,7969.0
