ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Денисов Тарас Максимович,Казахстан,N 9758646,513-182-950 55,1478 7861 5762 6074,Альфа-Банк,MasterCard,"Нарушение полового влечения, Потеря оргазма, Эректильная дисфункция",Сексопатолог,2024-03-25T15:01:01+03:00,"Гормональные исследования, Психологические тесты, Анализ на тестостерон",2024-03-27T18:08:58+03:00,7677
Сидоров Аркадий Валентинович,Россия,4165 785193,977-629-545 76,6402 2847 9119 3261,Сбербанк,Мир,"Утомляемость, Тревожность, Депрессия",Психиатр,2024-01-02T15:44:58+03:00,"Гормональные исследования, Токсикологическое исследование, Общий анализ крови",2024-01-05T18:31:15+03:00,10111
Сидоров Аркадий Валентинович,Россия,4165 785193,977-629-545 76,6402 2847 9119 3261,Сбербанк,Мир,Рвота,Токсиколог,2024-10-21T11:21:15+03:00,"Анализ на токсины в моче, Токсикологический анализ, Биохимический анализ крови",2024-10-24T16:55:49+03:00,2260
Сидоров Аркадий Валентинович,Россия,4165 785193,977-629-545 76,6402 2847 9119 3261,Сбербанк,Мир,"Частое мочеиспускание, Потеря веса, Потливость, Жажда",Эндокринолог,2023-05-19T08:08:25+03:00,"Тест на толерантность к глюкозе, ТТГ (тиреотропный гормон), УЗИ щитовидной железы",2023-05-20T08:08:22+03:00,6858
Сидоров Аркадий Валентинович,Россия,4165 785193,977-629-545 76,6402 2847 9119 3261,Сбербанк,Мир,"Частые заболевания, Распространение инфекции",Эпидемиолог,2024-12-13T14:46:04+03:00,"ПЦР на инфекции, Общий анализ крови",2024-12-15T19:37:00+03:00,11887
Соболева Серафима Филипповна,Казахстан,N 7132005,983-483-761 13,9908 4395 5347 6996,Сбербанк,Мир,Желтуха,Гепатолог,2024-09-29T18:50:40+03:00,Фиброскан,2024-10-02T09:52:38+03:00,2939
Соболева Серафима Филипповна,Казахстан,N 7132005,983-483-761 13,9908 4395 5347 6996,Сбербанк,Мир,"Отек, Боль в суставах",Травматолог,2023-06-25T17:09:13+03:00,"Общий анализ крови, УЗИ мягких тканей",2023-06-28T19:00:29+03:00,6124
Соболева Серафима Филипповна,Казахстан,N 7132005,983-483-761 13,9908 4395 5347 6996,Сбербанк,Мир,"Нарушение сна, Депрессия, Тревожность",Психиатр,2024-11-07T12:56:34+03:00,Психологические тесты,2024-11-09T14:35:56+03:00,3724
Соболева Серафима Филипповна,Казахстан,N 7132005,983-483-761 13,9908 4395 5347 6996,Сбербанк,Мир,"Отек, Боль в суставах, Переломы",Травматолог,2023-10-20T11:44:28+03:00,МРТ или КТ,2023-10-23T16:04:27+03:00,5090
Соболева Серафима Филипповна,Казахстан,N 7132005,983-483-761 13,9908 4395 5347 6996,Сбербанк,Мир,"Шум в ушах, Потеря слуха, Заложенность ушей",Сурдолог,2023-05-07T13:08:51+03:00,МРТ головного мозга,2023-05-08T12:31:27+03:00,8663
Орехов Филипп Анатольевич,Казахстан,N 0759235,192-543-966 18,4156 5001 7744 8515,Сбербанк,Visa,Боль в правом подреберье,Гепатолог,2023-05-16T08:16:47+03:00,"Фиброскан, УЗИ печени",2023-05-17T16:13:08+03:00,3735
Тихонова Василиса Игнатьевна,Казахстан,N 0033262,218-691-964 87,9762 1765 1178 3086,Сбербанк,Visa,"Ожирение, Потеря веса, Непереносимость продуктов",Диетолог,2024-10-08T14:33:17+03:00,Биохимический анализ крови,2024-10-10T12:45:42+03:00,6416
Тихонова Василиса Игнатьевна,Казахстан,N 0033262,218-691-964 87,9762 1765 1178 3086,Сбербанк,Visa,Дисфония,Логопед,2023-12-27T20:31:26+03:00,"Аудиометрия, Нейропсихологическая диагностика",2023-12-30T21:12:25+03:00,7195
Тихонова Василиса Игнатьевна,Казахстан,N 0033262,218-691-964 87,9762 1765 1178 3086,Сбербанк,Visa,"Боль в пояснице, Частое мочеиспускание, Отеки",Нефролог,2024-06-10T15:51:41+03:00,"УЗИ почек, Анализ мочи по Нечипоренко, Общий анализ мочи",2024-06-13T15:00:46+03:00,11181
Карпова Яна Ростиславовна,Россия,2649 570922,790-548-452 80,8239 9633 6980 4530,Сбербанк,MasterCard,"Выделения, Нарушение цикла",Акушер-гинеколог,2023-08-17T10:22:53+03:00,Мазок на флору,2023-08-18T19:55:27+03:00,5516
Карпова Яна Ростиславовна,Россия,2649 570922,790-548-452 80,8239 9633 6980 4530,Сбербанк,MasterCard,Дисфония,Логопед,2024-10-03T21:23:50+03:00,"Аудиометрия, Психологическое тестирование, Нейропсихологическая диагностика",2024-10-06T19:31:20+03:00,9199
Иванов Борис Назарович,Россия,9566 153817,589-669-432 39,2156 4898 1630 6158,Тинькофф,Мир,"Желтуха, Боль в правом подреберье",Гепатолог,2025-01-25T16:03:18+03:00,"Фиброскан, Биохимический анализ крови",2025-01-28T08:49:40+03:00,7144
Кузьмина Вилена Геннадьевна,Россия,2287 542998,896-709-992 42,5010 1273 7059 5045,Сбербанк,MasterCard,"Боль в пояснице, Отеки, Частое мочеиспускание",Нефролог,2023-12-07T15:28:23+03:00,УЗИ почек,2023-12-09T19:34:52+03:00,6060
Кузьмина Вилена Геннадьевна,Россия,2287 542998,896-709-992 42,5010 1273 7059 5045,Сбербанк,MasterCard,"Онемение, Боль в суставах, Травмы костей",Хирург-ортопед,2023-05-12T20:11:23+03:00,Общий анализ крови,2023-05-14T21:28:09+03:00,10200
Смирнова Нонна Сергеевна,Казахстан,N 8746987,726-393-635 50,1807 6702 8571 4294,ВТБ,Visa,Сухость глаз,Офтальмолог,2023-11-16T19:07:02+03:00,Тонометрия глаза,2023-11-17T16:15:44+03:00,6684
Смирнова Нонна Сергеевна,Казахстан,N 8746987,726-393-635 50,1807 6702 8571 4294,ВТБ,Visa,Отеки,Сосудистый хирург,2023-06-06T18:19:47+03:00,Допплерография сосудов,2023-06-08T13:02:12+03:00,4464
Смирнова Нонна Сергеевна,Казахстан,N 8746987,726-393-635 50,1807 6702 8571 4294,ВТБ,Visa,"Переломы, Боль в суставах",Травматолог,2023-05-13T12:18:09+03:00,"УЗИ мягких тканей, Рентген, Общий анализ крови",2023-05-15T15:01:43+03:00,8773
Сидорова Ульяна Александровна,Казахстан,N 3881686,862-849-683 96,2931 1493 5749 4576,Сбербанк,MasterCard,"Частое мочеиспускание, Жажда, Потеря веса",Эндокринолог,2024-08-15T16:13:35+03:00,"УЗИ щитовидной железы, Глюкоза крови, Инсулин",2024-08-17T17:52:27+03:00,2893
Сидорова Ульяна Александровна,Казахстан,N 3881686,862-849-683 96,2931 1493 5749 4576,Сбербанк,MasterCard,"Зуд, Выделения, Сыпь, Покраснение кожи",Дерматовенеролог,2024-04-25T12:42:40+03:00,"Соскоб кожи, Мазок на инфекции, Общий анализ крови",2024-04-26T20:33:05+03:00,4255
Сидорова Ульяна Александровна,Казахстан,N 3881686,862-849-683 96,2931 1493 5749 4576,Сбербанк,MasterCard,"Боль в пояснице, Онемение, Нарушение осанки",Мануальный терапевт,2024-11-27T10:16:28+03:00,"Рентген, Электромиография, Общий анализ крови",2024-11-29T20:53:00+03:00,3668
Сидорова Ульяна Александровна,Казахстан,N 3881686,862-849-683 96,2931 1493 5749 4576,Сбербанк,MasterCard,"Кровотечение, Боль в анальной области, Запор",Проктолог,2023-11-14T20:16:37+03:00,Общий анализ крови,2023-11-15T21:59:20+03:00,7865
Сидорова Ульяна Александровна,Казахстан,N 3881686,862-849-683 96,2931 1493 5749 4576,Сбербанк,MasterCard,Острая боль в пояснице,Хирург,2023-11-23T15:34:57+03:00,Коагулограмма,2023-11-26T14:46:39+03:00,11436
Архипова Глафира Григорьевна,Россия,7433 323382,555-386-509 62,3411 4028 8754 9800,Тинькофф,Visa,"Желтуха у новорожденных, Температура",Неонатолог,2023-10-29T08:15:04+03:00,"Общий анализ крови, Анализ на билирубин, УЗИ органов",2023-10-31T16:12:54+03:00,3581
Архипова Глафира Григорьевна,Россия,7433 323382,555-386-509 62,3411 4028 8754 9800,Тинькофф,Visa,"Кашель, Потливость, Озноб, Слабость",Терапевт,2025-02-14T16:17:40+03:00,"Общий анализ крови, ЭКГ",2025-02-17T11:17:16+03:00,7780
Архипова Глафира Григорьевна,Россия,7433 323382,555-386-509 62,3411 4028 8754 9800,Тинькофф,Visa,"Боль в костях, Лихорадка, Потеря веса, Потливость",Онколог,2025-03-06T17:27:36+03:00,"Общий анализ крови, Анализ на онкомаркеры, МРТ или КТ",2025-03-09T08:55:07+03:00,3134
Архипова Глафира Григорьевна,Россия,7433 323382,555-386-509 62,3411 4028 8754 9800,Тинькофф,Visa,"Диарея, Боль в животе, Изжога, Тошнота",Гастроэнтеролог,2024-02-17T08:35:57+03:00,"Анализ на хеликобактер пилори, УЗИ органов брюшной полости, Эзофагогастродуоденоскопия",2024-02-18T13:52:07+03:00,4492
Дроздова Ярослава Трофимовна,Россия,1571 961492,980-170-126 79,4912 4850 5041 5285,Альфа-Банк,MasterCard,Боль в правом подреберье,Гепатолог,2023-06-30T16:02:13+03:00,"Биохимический анализ крови, Фиброскан",2023-07-03T10:55:33+03:00,6980
Дроздова Ярослава Трофимовна,Россия,1571 961492,980-170-126 79,4912 4850 5041 5285,Альфа-Банк,MasterCard,"Жажда, Потеря веса",Эндокринолог,2024-05-19T19:31:04+03:00,Тест на толерантность к глюкозе,2024-05-22T15:48:59+03:00,8198
Дроздова Ярослава Трофимовна,Россия,1571 961492,980-170-126 79,4912 4850 5041 5285,Альфа-Банк,MasterCard,"Отек, Боль в суставах",Травматолог,2025-03-06T19:37:35+03:00,Рентген,2025-03-09T15:18:38+03:00,3187
Крылов Марат Андреевич,Казахстан,N 8517330,894-837-208 21,4729 1017 7008 5497,Сбербанк,MasterCard,"Онемение, Боль в ногах, Отеки",Сосудистый хирург,2024-02-13T18:48:42+03:00,"Допплерография сосудов, Общий анализ крови",2024-02-16T19:14:25+03:00,9394
Ершова Зоя Давидовна,Беларусь,OR 5464372,711-494-143 60,5233 2919 6730 7869,Альфа-Банк,MasterCard,"Выделения, Нарушение цикла, Боль внизу живота",Акушер-гинеколог,2024-06-13T20:32:34+03:00,"Цитологическое исследование, Гормональные исследования, УЗИ плода",2024-06-16T15:26:39+03:00,2430
Ершова Зоя Давидовна,Беларусь,OR 5464372,711-494-143 60,5233 2919 6730 7869,Альфа-Банк,MasterCard,"Температура, Рвота, Кашель, Боль в животе",Педиатр,2024-09-18T09:43:53+03:00,"Общий анализ крови, Копрограмма, Общий анализ мочи",2024-09-21T19:59:35+03:00,10932
Ершова Серафима Мироновна,Беларусь,QR 2659569,698-299-407 71,7375 9214 1979 1718,Сбербанк,Visa,"Температура, Кашель",Педиатр,2024-07-03T09:11:15+03:00,"Общий анализ мочи, Общий анализ крови, Иммуноферментный анализ (ИФА)",2024-07-05T21:49:07+03:00,2111
Ершова Серафима Мироновна,Беларусь,QR 2659569,698-299-407 71,7375 9214 1979 1718,Сбербанк,Visa,"Боль при мочеиспускании, Сыпь, Выделения",Венеролог,2024-09-27T12:01:46+03:00,"ПЦР на инфекции, Мазок на флору",2024-09-29T18:32:15+03:00,11941
Ершова Серафима Мироновна,Беларусь,QR 2659569,698-299-407 71,7375 9214 1979 1718,Сбербанк,Visa,"Боль в суставах, Травмы костей",Хирург-ортопед,2025-02-05T14:35:29+03:00,Анализ на ревматоидный фактор,2025-02-07T17:03:45+03:00,3608
Ершова Серафима Мироновна,Беларусь,QR 2659569,698-299-407 71,7375 9214 1979 1718,Сбербанк,Visa,"Боль в суставах, Реабилитация после травм",Физиотерапевт,2023-11-14T16:08:42+03:00,"УЗИ суставов, Электромиография",2023-11-17T20:32:54+03:00,7113
Ершова Серафима Мироновна,Беларусь,QR 2659569,698-299-407 71,7375 9214 1979 1718,Сбербанк,Visa,"Сыпь, Выделения, Боль при мочеиспускании",Венеролог,2023-10-05T21:20:14+03:00,"Анализ на ВИЧ, Мазок на флору",2023-10-08T20:21:50+03:00,3369
Колесников Анатолий Павлович,Беларусь,UD 9961766,715-284-376 69,6453 6513 8302 2451,ВТБ,MasterCard,"Тошнота, Диарея, Изжога",Гастроэнтеролог,2023-07-13T16:54:47+03:00,"УЗИ органов брюшной полости, Анализ на хеликобактер пилори, Копрограмма",2023-07-16T10:12:38+03:00,6730
Колесников Анатолий Павлович,Беларусь,UD 9961766,715-284-376 69,6453 6513 8302 2451,ВТБ,MasterCard,"Кашель, Потеря веса, Одышка, Температура",Фтизиатр,2024-03-09T19:57:37+03:00,"Общий анализ крови, Рентген легких",2024-03-10T19:08:40+03:00,5277
Елисеева Фаина Егоровна,Казахстан,N 8781390,484-311-860 14,5110 7471 9057 8255,Сбербанк,MasterCard,"Визуализация внутренних органов, Диагностика травм, Выявление опухолей",Радиолог,2024-02-12T14:05:20+03:00,"УЗИ, Рентген, КТ",2024-02-14T15:24:10+03:00,11485
Елисеева Фаина Егоровна,Казахстан,N 8781390,484-311-860 14,5110 7471 9057 8255,Сбербанк,MasterCard,"Сыпь, Зуд",Дерматолог,2024-07-30T12:44:30+03:00,"Биопсия кожи, Общий анализ крови, Аллергопробы",2024-07-31T18:00:47+03:00,7276
Елисеева Фаина Егоровна,Казахстан,N 8781390,484-311-860 14,5110 7471 9057 8255,Сбербанк,MasterCard,"Отеки, Учащенное сердцебиение",Кардиолог,2025-03-17T09:03:36+03:00,"Эхокардиография, Биохимический анализ крови",2025-03-18T17:14:13+03:00,10451
Макарова Амира Владиславовна,Беларусь,ZU 7222222,890-901-227 31,3129 1016 7618 9504,Сбербанк,Visa,"Одышка, Заложенность носа",Аллерголог,2024-12-02T16:04:00+03:00,"Иммуноглобулин Е, Аллергопробы, Общий анализ крови",2024-12-04T20:31:32+03:00,11654
Макарова Амира Владиславовна,Беларусь,ZU 7222222,890-901-227 31,3129 1016 7618 9504,Сбербанк,Visa,"Боли внизу живота, Нарушение менструального цикла, Выделения",Гинеколог,2024-12-16T09:25:58+03:00,УЗИ органов малого таза,2024-12-18T11:06:55+03:00,2212
Шестаков Георгий Александрович,Беларусь,HV 7408762,723-153-232 12,7676 1054 5322 1292,Альфа-Банк,Visa,"Боль в груди, Одышка, Затрудненное дыхание",Пульмонолог,2023-05-31T19:01:52+03:00,Общий анализ крови,2023-06-02T13:32:03+03:00,8404
Шестаков Георгий Александрович,Беларусь,HV 7408762,723-153-232 12,7676 1054 5322 1292,Альфа-Банк,Visa,"Заложенность носа, Сыпь, Одышка, Чихание",Аллерголог,2023-08-12T17:38:32+03:00,"Аллергопробы, Общий анализ крови",2023-08-15T15:06:01+03:00,4821
Шестаков Георгий Александрович,Беларусь,HV 7408762,723-153-232 12,7676 1054 5322 1292,Альфа-Банк,Visa,"Одышка, Слабость, Боль в суставах",Гериатр,2024-09-25T16:59:42+03:00,ЭКГ,2024-09-27T09:48:58+03:00,2841
Игнатьева Жанна Сергеевна,Казахстан,N 0914430,760-935-739 93,2212 7739 9085 2212,Сбербанк,MasterCard,"Острая боль в пояснице, Боль в животе",Хирург,2024-08-22T10:53:13+03:00,"УЗИ органов брюшной полости, Общий анализ крови",2024-08-25T21:22:17+03:00,3956
Игнатьева Жанна Сергеевна,Казахстан,N 0914430,760-935-739 93,2212 7739 9085 2212,Сбербанк,MasterCard,"Одышка, Учащенное сердцебиение",Кардиолог,2023-08-11T15:11:48+03:00,"ЭКГ, Эхокардиография",2023-08-14T13:54:46+03:00,6698
Игнатьева Жанна Сергеевна,Казахстан,N 0914430,760-935-739 93,2212 7739 9085 2212,Сбербанк,MasterCard,Боли внизу живота,Гинеколог,2024-04-13T14:06:12+03:00,"Гормональные исследования, УЗИ органов малого таза, Мазок на флору",2024-04-16T09:52:40+03:00,8467
Сергеев Илья Иннокентьевич,Россия,3417 365422,236-317-212 12,4910 9635 9931 8588,Сбербанк,Мир,"Покраснение кожи, Потливость, Лихорадка, Озноб",Инфекционист,2024-09-27T10:40:54+03:00,Анализ на антитела,2024-09-29T13:57:18+03:00,2722
Сергеев Илья Иннокентьевич,Россия,3417 365422,236-317-212 12,4910 9635 9931 8588,Сбербанк,Мир,"Боль в суставах, Слабость, Одышка",Гериатр,2024-06-26T19:58:02+03:00,Общий анализ крови,2024-06-27T12:23:15+03:00,8635
Козлова Ольга Акимовна,Беларусь,FC 9653276,269-765-799 46,7743 2900 1713 4910,Сбербанк,MasterCard,Тошнота,Гастроэнтеролог,2024-06-24T16:50:32+03:00,"УЗИ органов брюшной полости, Копрограмма",2024-06-27T11:06:23+03:00,10747
Сафонова Полина Григорьевна,Беларусь,DQ 1148354,599-104-478 54,6337 3380 6681 4680,ВТБ,Мир,"Ожирение, Непереносимость продуктов",Диетолог,2025-04-29T20:29:39+03:00,Глюкоза крови,2025-05-02T08:02:48+03:00,7063
Шестаков Дамир Сергеевич,Беларусь,MM 5734097,476-672-755 40,1073 2884 5200 8437,Тинькофф,Visa,Тошнота,Нарколог,2025-01-09T15:55:52+03:00,"Общий анализ крови, Анализ на наркотики",2025-01-12T19:35:37+03:00,9713
Шестаков Дамир Сергеевич,Беларусь,MM 5734097,476-672-755 40,1073 2884 5200 8437,Тинькофф,Visa,"Температура, Отказ от еды",Неонатолог,2025-02-08T10:06:49+03:00,УЗИ органов,2025-02-10T16:04:24+03:00,3588
Шестаков Дамир Сергеевич,Беларусь,MM 5734097,476-672-755 40,1073 2884 5200 8437,Тинькофф,Visa,"Потеря слуха, Заложенность ушей, Шум в ушах",Сурдолог,2024-02-08T19:22:01+03:00,МРТ головного мозга,2024-02-09T14:05:24+03:00,4017
Никитина Нонна Елисеевна,Казахстан,N 2719226,318-547-655 35,2797 5389 6001 5597,Сбербанк,MasterCard,"Выделения из сосков, Опухоли, Боль в груди",Маммолог,2024-12-12T18:56:44+03:00,"Биопсия, УЗИ молочных желез, Маммография",2024-12-14T12:31:03+03:00,2515
Терентьева Зоя Юльевна,Россия,2288 185588,702-417-826 92,2668 9701 4891 9803,Сбербанк,MasterCard,"Нарушение сна, Тревожность",Психотерапевт,2023-09-08T17:43:13+03:00,"Психологические тесты, Общий анализ крови, Гормональные исследования",2023-09-10T08:43:01+03:00,9392
Терентьева Зоя Юльевна,Россия,2288 185588,702-417-826 92,2668 9701 4891 9803,Сбербанк,MasterCard,Боль в области трансплантата,Трансплантолог,2025-03-14T14:52:55+03:00,"Биохимический анализ крови, Общий анализ крови, Коагулограмма",2025-03-16T16:02:00+03:00,11094
Алексеева Ульяна Арсеньевна,Беларусь,XQ 9866168,162-984-601 57,3727 5157 5799 1607,Альфа-Банк,Visa,"Температура, Кашель, Озноб, Слабость, Потливость",Терапевт,2024-11-09T17:07:58+03:00,"Биохимический анализ крови, Общий анализ мочи",2024-11-11T19:31:44+03:00,11924
Алексеева Ульяна Арсеньевна,Беларусь,XQ 9866168,162-984-601 57,3727 5157 5799 1607,Альфа-Банк,Visa,"Слабость, Кашель, Озноб, Температура",Терапевт,2023-06-14T17:37:39+03:00,"Биохимический анализ крови, Общий анализ мочи",2023-06-17T11:28:08+03:00,11290
Алексеева Ульяна Арсеньевна,Беларусь,XQ 9866168,162-984-601 57,3727 5157 5799 1607,Альфа-Банк,Visa,"Головная боль, Онемение, Нарушение сна, Головокружение",Невролог,2024-12-13T17:34:37+03:00,"Общий анализ крови, Доплерография сосудов шеи, МРТ головного мозга",2024-12-15T19:20:46+03:00,4520
Алексеева Ульяна Арсеньевна,Беларусь,XQ 9866168,162-984-601 57,3727 5157 5799 1607,Альфа-Банк,Visa,"Острая боль в пояснице, Гнойные выделения",Хирург,2023-12-07T13:35:39+03:00,МРТ или КТ,2023-12-08T12:33:25+03:00,10881
Макаров Никон Саввич,Казахстан,N 3812504,482-600-579 88,8024 6767 4708 2606,Сбербанк,Visa,"Изжога, Тошнота, Боль в животе",Гастроэнтеролог,2023-12-10T15:56:47+03:00,"УЗИ органов брюшной полости, Эзофагогастродуоденоскопия",2023-12-13T21:43:49+03:00,11733
Макаров Никон Саввич,Казахстан,N 3812504,482-600-579 88,8024 6767 4708 2606,Сбербанк,Visa,"Одышка, Чихание, Сыпь",Аллерголог,2023-05-05T09:12:02+03:00,"Аллергопробы, Кожные тесты на аллергены, Иммуноглобулин Е",2023-05-07T16:20:17+03:00,11934
Макаров Никон Саввич,Казахстан,N 3812504,482-600-579 88,8024 6767 4708 2606,Сбербанк,Visa,Утомляемость,Психиатр,2023-05-26T15:51:01+03:00,"Общий анализ крови, Токсикологическое исследование, Гормональные исследования",2023-05-27T15:01:24+03:00,11956
Макаров Никон Саввич,Казахстан,N 3812504,482-600-579 88,8024 6767 4708 2606,Сбербанк,Visa,"Шум в ушах, Потеря слуха",Сурдолог,2024-05-02T21:32:09+03:00,"Тимпанометрия, Аудиограмма, МРТ головного мозга",2024-05-05T10:42:22+03:00,5571
Моисеев Федор Андреевич,Россия,5210 250714,802-555-595 20,8753 7952 5845 1754,Сбербанк,Мир,"Кашель, Одышка",Фтизиатр,2023-09-13T09:23:39+03:00,"Проба Манту, Рентген легких",2023-09-15T20:57:10+03:00,5520
Моисеев Федор Андреевич,Россия,5210 250714,802-555-595 20,8753 7952 5845 1754,Сбербанк,Мир,"Боль, требующая обезболивания",Анестезиолог,2025-02-16T20:19:43+03:00,"Биохимический анализ крови, Коагулограмма",2025-02-18T09:19:25+03:00,3015
Моисеев Федор Андреевич,Россия,5210 250714,802-555-595 20,8753 7952 5845 1754,Сбербанк,Мир,"Бледность кожи, Потливость, Лихорадка",Гематолог,2024-04-28T17:30:28+03:00,"Коагулограмма, Анализ на тромбоциты, Ферритин",2024-04-30T08:15:38+03:00,3470
Петров Лука Тарасович,Казахстан,N 7310005,877-134-849 72,5647 2938 2858 3741,Сбербанк,Visa,Слабость,Гериатр,2023-07-06T11:29:41+03:00,"Биохимический анализ крови, Общий анализ крови, ЭКГ",2023-07-07T09:04:43+03:00,3772
Петров Лука Тарасович,Казахстан,N 7310005,877-134-849 72,5647 2938 2858 3741,Сбербанк,Visa,"Головокружение, Головная боль",Невролог,2023-11-05T21:09:41+03:00,"Общий анализ крови, ЭЭГ",2023-11-07T08:39:53+03:00,10918
Петров Лука Тарасович,Казахстан,N 7310005,877-134-849 72,5647 2938 2858 3741,Сбербанк,Visa,"Потеря веса, Ожирение",Диетолог,2024-07-09T18:30:27+03:00,Биохимический анализ крови,2024-07-11T15:33:31+03:00,11189
Петров Лука Тарасович,Казахстан,N 7310005,877-134-849 72,5647 2938 2858 3741,Сбербанк,Visa,Нарушение произношения звуков,Логопед,2023-06-26T08:37:03+03:00,Психологическое тестирование,2023-06-29T17:10:11+03:00,3656
Тихонов Михаил Эдуардович,Казахстан,N 0159534,737-145-120 64,6153 1345 6964 4844,Сбербанк,MasterCard,Желтуха,Токсиколог,2024-08-14T14:05:21+03:00,"Анализ на токсины в моче, Общий анализ крови",2024-08-16T10:48:34+03:00,3778
Тихонов Михаил Эдуардович,Казахстан,N 0159534,737-145-120 64,6153 1345 6964 4844,Сбербанк,MasterCard,Лихорадка,Инфекционист,2023-06-08T19:10:09+03:00,Анализ на антитела,2023-06-10T17:02:51+03:00,7396
Тихонов Михаил Эдуардович,Казахстан,N 0159534,737-145-120 64,6153 1345 6964 4844,Сбербанк,MasterCard,"Депрессия, Тревожность, Утомляемость, Нарушение сна",Психиатр,2025-04-19T10:13:12+03:00,Общий анализ крови,2025-04-20T17:32:59+03:00,2592
Тихонов Михаил Эдуардович,Казахстан,N 0159534,737-145-120 64,6153 1345 6964 4844,Сбербанк,MasterCard,"Выделения из сосков, Опухоли",Маммолог,2025-03-11T09:40:37+03:00,"Маммография, Общий анализ крови, Биопсия",2025-03-13T12:58:24+03:00,9473
Егоров Андрей Данилович,Россия,9596 535845,632-684-649 11,4366 5235 4953 2757,Сбербанк,MasterCard,"Боль, требующая обезболивания",Анестезиолог,2024-10-19T10:26:06+03:00,"Общий анализ крови, ЭКГ",2024-10-21T14:31:19+03:00,2727
Егоров Андрей Данилович,Россия,9596 535845,632-684-649 11,4366 5235 4953 2757,Сбербанк,MasterCard,"Тревожность, Депрессия, Нарушение сна, Панические атаки",Психотерапевт,2023-08-25T21:42:58+03:00,"Общий анализ крови, Психологические тесты",2023-08-28T13:41:21+03:00,10996
Денисов Лев Абрамович,Беларусь,FS 4981594,224-513-844 24,1252 4897 1150 6964,Альфа-Банк,Visa,"Кашель, Одышка, Затрудненное дыхание",Пульмонолог,2024-10-20T09:14:26+03:00,"Спирометрия, Общий анализ крови, Рентген грудной клетки",2024-10-22T19:36:05+03:00,8689
Денисов Лев Абрамович,Беларусь,FS 4981594,224-513-844 24,1252 4897 1150 6964,Альфа-Банк,Visa,Одышка,Гериатр,2024-12-26T13:00:37+03:00,"Общий анализ крови, ЭКГ, Биохимический анализ крови",2024-12-27T11:08:41+03:00,7800
Денисов Лев Абрамович,Беларусь,FS 4981594,224-513-844 24,1252 4897 1150 6964,Альфа-Банк,Visa,Частые инфекции,Иммунолог,2023-10-24T18:06:40+03:00,"Анализ на иммуноглобулины, ПЦР на вирусы",2023-10-27T13:15:56+03:00,7458
Муравьева Вера Григорьевна,Россия,7848 174441,257-762-575 84,4021 5860 7058 6419,Сбербанк,Visa,"Боль в ногах, Онемение, Отеки",Сосудистый хирург,2025-02-13T09:38:16+03:00,Ангиография,2025-02-14T08:45:12+03:00,5709
Муравьева Вера Григорьевна,Россия,7848 174441,257-762-575 84,4021 5860 7058 6419,Сбербанк,Visa,Шум в ушах,Сурдолог,2023-11-20T17:26:26+03:00,"МРТ головного мозга, Аудиограмма, Рентген височной кости",2023-11-22T17:19:30+03:00,6406
Муравьева Вера Григорьевна,Россия,7848 174441,257-762-575 84,4021 5860 7058 6419,Сбербанк,Visa,"Панические атаки, Депрессия, Нарушение сна",Психотерапевт,2023-07-19T08:16:32+03:00,"Психологические тесты, Общий анализ крови",2023-07-22T14:51:50+03:00,3064
Логинова Жанна Романовна,Казахстан,N 4071839,642-533-812 62,6055 9507 6551 8139,Сбербанк,Мир,Потливость,Эндокринолог,2023-08-18T12:53:38+03:00,"Тест на толерантность к глюкозе, Глюкоза крови, Инсулин",2023-08-20T21:36:00+03:00,4660
Уваров Антон Иванович,Казахстан,N 4520446,748-624-696 61,2565 4416 9920 6195,Сбербанк,Visa,"Тошнота, Диарея, Изжога",Гастроэнтеролог,2024-02-02T20:54:06+03:00,Копрограмма,2024-02-03T15:03:09+03:00,7384
Уваров Антон Иванович,Казахстан,N 4520446,748-624-696 61,2565 4416 9920 6195,Сбербанк,Visa,"Кашель, Боль в груди",Пульмонолог,2024-08-14T16:05:15+03:00,"КТ легких, Общий анализ крови",2024-08-17T11:57:20+03:00,10053
Уваров Антон Иванович,Казахстан,N 4520446,748-624-696 61,2565 4416 9920 6195,Сбербанк,Visa,"Желтуха у новорожденных, Температура, Отказ от еды",Неонатолог,2023-10-28T15:22:20+03:00,"Анализ на билирубин, УЗИ органов, Общий анализ крови",2023-10-30T17:32:44+03:00,10300
Уваров Антон Иванович,Казахстан,N 4520446,748-624-696 61,2565 4416 9920 6195,Сбербанк,Visa,"Лихорадка, Озноб",Иммунолог,2023-12-30T14:49:12+03:00,"Анализ на иммуноглобулины, Иммунограмма, ПЦР на вирусы",2024-01-01T13:48:04+03:00,10846
Власов Марк Владимирович,Беларусь,GW 4517753,364-604-122 47,8187 4866 4682 4250,Альфа-Банк,Мир,"Боль в анальной области, Запор",Проктолог,2023-06-07T19:55:53+03:00,Общий анализ крови,2023-06-08T17:47:16+03:00,7216
Власов Марк Владимирович,Беларусь,GW 4517753,364-604-122 47,8187 4866 4682 4250,Альфа-Банк,Мир,"Нарушение менструального цикла, Боли внизу живота, Выделения",Гинеколог,2024-11-21T15:03:18+03:00,"Цитологическое исследование, Гормональные исследования",2024-11-24T19:39:06+03:00,3116
